NAMA PERGURUAN TINGGI,KODE,PROGRAM STUDI,JENJANG,DAYA TAMPUNG (2025),PEMINAT (2024),JENIS PORTOFOLIO,RASIO KEKETATAN,PRESENTASE (%)
POLITEKNIK NEGERI MEDIA KREATIF,24222002,TEKNOLOGI PERMAINAN,Sarjana Terapan,38,160,Tidak Ada,0.2375,23.75
POLITEKNIK NEGERI MEDIA KREATIF,24222003,DESAIN MODE,Sarjana Terapan,26,43,"Seni Rupa, Desain, dan Kriya",0.6046511627906976,60.46511627906976
POLITEKNIK NEGERI MEDIA KREATIF,24222004,PENGELOLAAN PERHOTELAN,Sarjana Terapan,38,289,Tidak Ada,0.1314878892733564,13.148788927335639
POLITEKNIK NEGERI MEDIA KREATIF,24222005,ANIMASI,Sarjana Terapan,51,154,"Seni Rupa, Desain, dan Kriya",0.33116883116883117,33.116883116883116
POLITEKNIK NEGERI MEDIA KREATIF,24222019,FILM DAN TELEVISI,Sarjana Terapan,38,182,Film dan Televisi,0.2087912087912088,20.87912087912088
POLITEKNIK NEGERI MEDIA KREATIF,24222024,TEKNOLOGI REKAYASA PENGEMASAN,Sarjana Terapan,26,75,Tidak Ada,0.3466666666666667,34.66666666666667
POLITEKNIK NEGERI MEDIA KREATIF,24223006,TEKNIK GRAFIKA (PSDKU MEDAN),Diploma Tiga,13,5,Tidak Ada,2.6,260.0
POLITEKNIK NEGERI MEDIA KREATIF,24223007,PENYIARAN,Diploma Tiga,64,308,Tidak Ada,0.2077922077922078,20.77922077922078
POLITEKNIK NEGERI MEDIA KREATIF,24223008,DESAIN GRAFIS (PSDKU MEDAN),Diploma Tiga,38,44,Tidak Ada,0.8636363636363636,86.36363636363636
POLITEKNIK NEGERI MEDIA KREATIF,24223009,FOTOGRAFI,Diploma Tiga,38,152,Tidak Ada,0.25,25.0
POLITEKNIK NEGERI MEDIA KREATIF,24223010,PEMELIHARAAN MESIN,Diploma Tiga,13,40,Tidak Ada,0.325,32.5
POLITEKNIK NEGERI MEDIA KREATIF,24223011,TEKNIK GRAFIKA,Diploma Tiga,38,48,Tidak Ada,0.7916666666666666,79.16666666666666
POLITEKNIK NEGERI MEDIA KREATIF,24223012,PENERBITAN,Diploma Tiga,38,103,Tidak Ada,0.36893203883495146,36.89320388349515
POLITEKNIK NEGERI MEDIA KREATIF,24223013,DESAIN GRAFIS (PSDKU MAKASSAR),Diploma Tiga,32,7,Tidak Ada,4.571428571428571,457.1428571428571
POLITEKNIK NEGERI MEDIA KREATIF,24223014,TEKNIK GRAFIKA (PSDKU MAKASSAR),Diploma Tiga,13,3,Tidak Ada,4.333333333333333,433.3333333333333
POLITEKNIK NEGERI MEDIA KREATIF,24223015,DESAIN GRAFIS,Diploma Tiga,64,158,"Seni Rupa, Desain, dan Kriya",0.4050632911392405,40.50632911392405
POLITEKNIK NEGERI MEDIA KREATIF,24223016,SENI KULINER,Diploma Tiga,26,197,Tidak Ada,0.1319796954314721,13.19796954314721
POLITEKNIK NEGERI MEDIA KREATIF,24223017,PERIKLANAN,Diploma Tiga,51,187,Tidak Ada,0.2727272727272727,27.27272727272727
POLITEKNIK NEGERI MEDIA KREATIF,24223020,PENERBITAN (PSDKU MAKASSAR),Diploma Tiga,13,0,Tidak Ada,0.0,0.0
POLITEKNIK NEGERI MEDIA KREATIF,24223021,PERIKLANAN (PSDKU MAKASSAR),Diploma Tiga,13,3,Tidak Ada,4.333333333333333,433.3333333333333
POLITEKNIK NEGERI MEDIA KREATIF,24223022,PENERBITAN (PSDKU MEDAN),Diploma Tiga,13,1,Tidak Ada,13.0,1300.0
POLITEKNIK NEGERI MEDIA KREATIF,24223023,PERIKLANAN (PSDKU MEDAN),Diploma Tiga,13,3,Tidak Ada,4.333333333333333,433.3333333333333
POLITEKNIK NEGERI BANDUNG,24312001,TEKNIK PERANCANGAN JALAN DAN JEMBATAN,Sarjana Terapan,13,279,Tidak Ada,0.04659498207885305,4.659498207885305
POLITEKNIK NEGERI BANDUNG,24312002,TEKNIK PERAWATAN DAN PERBAIKAN GEDUNG,Sarjana Terapan,13,192,Tidak Ada,0.06770833333333333,6.770833333333333
POLITEKNIK NEGERI BANDUNG,24312003,TEKNIK PERANCANGAN DAN KONSTRUKSI MESIN,Sarjana Terapan,13,234,Tidak Ada,0.05555555555555555,5.555555555555555
POLITEKNIK NEGERI BANDUNG,24312004,PROSES MANUFAKTUR,Sarjana Terapan,13,131,Tidak Ada,0.09923664122137404,9.923664122137405
POLITEKNIK NEGERI BANDUNG,24312005,TEKNIK PENDINGIN DAN TATA UDARA,Sarjana Terapan,13,91,Tidak Ada,0.14285714285714285,14.285714285714285
POLITEKNIK NEGERI BANDUNG,24312006,TEKNOLOGI PEMBANGKIT TENAGA LISTRIK,Sarjana Terapan,20,197,Tidak Ada,0.10152284263959391,10.152284263959391
POLITEKNIK NEGERI BANDUNG,24312007,TEKNIK KONSERVASI ENERGI,Sarjana Terapan,13,164,Tidak Ada,0.07926829268292683,7.926829268292683
POLITEKNIK NEGERI BANDUNG,24312008,TEKNIK ELEKTRONIKA,Sarjana Terapan,20,447,Tidak Ada,0.0447427293064877,4.47427293064877
POLITEKNIK NEGERI BANDUNG,24312009,TEKNIK OTOMASI INDUSTRI,Sarjana Terapan,19,269,Tidak Ada,0.07063197026022305,7.063197026022305
POLITEKNIK NEGERI BANDUNG,24312010,TEKNIK KIMIA PRODUKSI BERSIH,Sarjana Terapan,20,245,Tidak Ada,0.08163265306122448,8.16326530612245
POLITEKNIK NEGERI BANDUNG,24312011,TEKNIK INFORMATIKA,Sarjana Terapan,26,927,Tidak Ada,0.028047464940668825,2.8047464940668827
POLITEKNIK NEGERI BANDUNG,24312012,TEKNIK TELEKOMUNIKASI NIRKABEL,Sarjana Terapan,20,219,Tidak Ada,0.091324200913242,9.1324200913242
POLITEKNIK NEGERI BANDUNG,24312013,KEUANGAN SYARIAH,Sarjana Terapan,20,246,Tidak Ada,0.08130081300813008,8.130081300813007
POLITEKNIK NEGERI BANDUNG,24312014,AKUNTANSI MANAGEMEN PEMERINTAHAN,Sarjana Terapan,13,334,Tidak Ada,0.038922155688622756,3.8922155688622757
POLITEKNIK NEGERI BANDUNG,24312015,AKUNTANSI,Sarjana Terapan,13,550,Tidak Ada,0.023636363636363636,2.3636363636363638
POLITEKNIK NEGERI BANDUNG,24312016,ADMINISTRASI BISNIS,Sarjana Terapan,13,736,Tidak Ada,0.017663043478260868,1.766304347826087
POLITEKNIK NEGERI BANDUNG,24312017,MANAJEMEN ASET,Sarjana Terapan,20,446,Tidak Ada,0.04484304932735426,4.484304932735426
POLITEKNIK NEGERI BANDUNG,24312018,MANAJEMEN PEMASARAN,Sarjana Terapan,13,396,Tidak Ada,0.03282828282828283,3.2828282828282833
POLITEKNIK NEGERI BANDUNG,24312037,DESTINASI PARIWISATA,Sarjana Terapan,13,254,Tidak Ada,0.051181102362204724,5.118110236220472
POLITEKNIK NEGERI BANDUNG,24313019,TEKNIK PENDINGIN DAN TATA UDARA,Diploma Tiga,13,87,Tidak Ada,0.14942528735632185,14.942528735632186
POLITEKNIK NEGERI BANDUNG,24313020,TEKNIK KONSTRUKSI SIPIL,Diploma Tiga,20,332,Tidak Ada,0.060240963855421686,6.024096385542169
POLITEKNIK NEGERI BANDUNG,24313021,MANAJEMEN PEMASARAN,Diploma Tiga,13,176,Tidak Ada,0.07386363636363637,7.386363636363637
POLITEKNIK NEGERI BANDUNG,24313022,TEKNIK KONSTRUKSI GEDUNG,Diploma Tiga,20,120,Tidak Ada,0.16666666666666666,16.666666666666664
POLITEKNIK NEGERI BANDUNG,24313023,TEKNIK AERONAUTIKA,Diploma Tiga,15,136,Tidak Ada,0.11029411764705882,11.029411764705882
POLITEKNIK NEGERI BANDUNG,24313024,KEUANGAN DAN PERBANKAN,Diploma Tiga,13,233,Tidak Ada,0.055793991416309016,5.579399141630901
POLITEKNIK NEGERI BANDUNG,24313025,TEKNIK INFORMATIKA,Diploma Tiga,13,469,Tidak Ada,0.02771855010660981,2.771855010660981
POLITEKNIK NEGERI BANDUNG,24313026,ADMINISTRASI BISNIS,Diploma Tiga,13,269,Tidak Ada,0.048327137546468404,4.83271375464684
POLITEKNIK NEGERI BANDUNG,24313027,TEKNIK MESIN,Diploma Tiga,20,456,Tidak Ada,0.043859649122807015,4.385964912280701
POLITEKNIK NEGERI BANDUNG,24313028,AKUNTANSI,Diploma Tiga,20,188,Tidak Ada,0.10638297872340426,10.638297872340425
POLITEKNIK NEGERI BANDUNG,24313029,ANALIS KIMIA,Diploma Tiga,13,208,Tidak Ada,0.0625,6.25
POLITEKNIK NEGERI BANDUNG,24313030,TEKNIK KONVERSI ENERGI,Diploma Tiga,13,83,Tidak Ada,0.1566265060240964,15.66265060240964
POLITEKNIK NEGERI BANDUNG,24313031,BAHASA INGGRIS,Diploma Tiga,20,161,Tidak Ada,0.12422360248447205,12.422360248447205
POLITEKNIK NEGERI BANDUNG,24313032,USAHA PERJALANAN WISATA,Diploma Tiga,13,164,Tidak Ada,0.07926829268292683,7.926829268292683
POLITEKNIK NEGERI BANDUNG,24313033,TEKNIK KIMIA,Diploma Tiga,26,345,Tidak Ada,0.07536231884057971,7.536231884057972
POLITEKNIK NEGERI BANDUNG,24313034,TEKNIK TELEKOMUNIKASI,Diploma Tiga,13,114,Tidak Ada,0.11403508771929824,11.403508771929824
POLITEKNIK NEGERI BANDUNG,24313035,TEKNIK ELEKTRONIKA,Diploma Tiga,13,149,Tidak Ada,0.087248322147651,8.724832214765101
POLITEKNIK NEGERI BANDUNG,24313036,TEKNIK LISTRIK,Diploma Tiga,13,161,Tidak Ada,0.08074534161490683,8.074534161490684
POLITEKNIK MANUFAKTUR BANDUNG,24322001,TEKNOLOGI REKAYASA MANUFAKTUR,Sarjana Terapan,16,170,Tidak Ada,0.09411764705882353,9.411764705882353
POLITEKNIK MANUFAKTUR BANDUNG,24322002,TEKNOLOGI REKAYASA PERANCANGAN MANUFAKTUR,Sarjana Terapan,14,111,Tidak Ada,0.12612612612612611,12.612612612612612
POLITEKNIK MANUFAKTUR BANDUNG,24322003,TEKNOLOGI REKAYASA OTOMASI,Sarjana Terapan,16,177,Tidak Ada,0.0903954802259887,9.03954802259887
POLITEKNIK MANUFAKTUR BANDUNG,24322004,TEKNOLOGI REKAYASA MATERIAL MAJU,Sarjana Terapan,14,44,Tidak Ada,0.3181818181818182,31.818181818181817
POLITEKNIK MANUFAKTUR BANDUNG,24322005,REKAYASA PERANCANGAN MEKANIK,Sarjana Terapan,14,80,Tidak Ada,0.175,17.5
POLITEKNIK MANUFAKTUR BANDUNG,24322006,TEKNOLOGI REKAYASA MEKATRONIKA,Sarjana Terapan,16,212,Tidak Ada,0.07547169811320754,7.547169811320755
POLITEKNIK MANUFAKTUR BANDUNG,24322014,MANAJEMEN TEKNOLOGI REKAYASA,Sarjana Terapan,19,97,Tidak Ada,0.1958762886597938,19.587628865979383
POLITEKNIK MANUFAKTUR BANDUNG,24322015,TEKNOLOGI REKAYASA INFORMATIKA INDUSTRI,Sarjana Terapan,16,183,Tidak Ada,0.08743169398907104,8.743169398907105
POLITEKNIK MANUFAKTUR BANDUNG,24322016,TEKNOLOGI REKAYASA SISTEM AERIAL NIRAWAK,Sarjana Terapan,7,0,Tidak Ada,0.0,0.0
POLITEKNIK MANUFAKTUR BANDUNG,24323007,PEMELIHARAAN MESIN,Diploma Tiga,16,88,Tidak Ada,0.18181818181818182,18.181818181818183
POLITEKNIK MANUFAKTUR BANDUNG,24323008,TEKNOLOGI MANUFAKTUR,Diploma Tiga,16,115,Tidak Ada,0.1391304347826087,13.91304347826087
POLITEKNIK MANUFAKTUR BANDUNG,24323010,TEKNOLOGI PEMBUATAN PERKAKAS PRESISI,Diploma Tiga,16,65,Tidak Ada,0.24615384615384617,24.615384615384617
POLITEKNIK MANUFAKTUR BANDUNG,24323011,TEKNOLOGI PERANCANGAN PERKAKAS PRESISI,Diploma Tiga,14,37,Tidak Ada,0.3783783783783784,37.83783783783784
POLITEKNIK MANUFAKTUR BANDUNG,24323012,TEKNOLOGI PENGECORAN LOGAM,Diploma Tiga,22,57,Tidak Ada,0.38596491228070173,38.59649122807017
POLITEKNIK NEGERI INDRAMAYU,24332001,PERANCANGAN MANUFAKTUR,Sarjana Terapan,60,71,Tidak Ada,0.8450704225352113,84.50704225352112
POLITEKNIK NEGERI INDRAMAYU,24332002,REKAYASA PERANGKAT LUNAK,Sarjana Terapan,60,140,Tidak Ada,0.42857142857142855,42.857142857142854
POLITEKNIK NEGERI INDRAMAYU,24332007,SISTEM INFORMASI KOTA CERDAS,Sarjana Terapan,60,99,Tidak Ada,0.6060606060606061,60.60606060606061
POLITEKNIK NEGERI INDRAMAYU,24332008,TEKNOLOGI REKAYASA INSTRUMENTASI DAN KONTROL,Sarjana Terapan,60,47,Tidak Ada,1.2765957446808511,127.65957446808511
POLITEKNIK NEGERI INDRAMAYU,24333003,KEPERAWATAN,Diploma Tiga,60,258,Tidak Ada,0.23255813953488372,23.25581395348837
POLITEKNIK NEGERI INDRAMAYU,24333004,TEKNIK MESIN,Diploma Tiga,60,118,Tidak Ada,0.5084745762711864,50.847457627118644
POLITEKNIK NEGERI INDRAMAYU,24333005,TEKNIK INFORMATIKA,Diploma Tiga,60,194,Tidak Ada,0.30927835051546393,30.927835051546392
POLITEKNIK NEGERI INDRAMAYU,24333006,TEKNIK PENDINGIN DAN TATA UDARA,Diploma Tiga,60,47,Tidak Ada,1.2765957446808511,127.65957446808511
POLITEKNIK NEGERI SUBANG,24342005,TEKNOLOGI REKAYASA PERANGKAT LUNAK,Sarjana Terapan,32,88,Tidak Ada,0.36363636363636365,36.36363636363637
POLITEKNIK NEGERI SUBANG,24342006,TEKNOLOGI REKAYASA MANUFAKTUR,Sarjana Terapan,32,36,Tidak Ada,0.8888888888888888,88.88888888888889
POLITEKNIK NEGERI SUBANG,24342007,TEKNOLOGI PRODUKSI TANAMAN PANGAN,Sarjana Terapan,32,37,Tidak Ada,0.8648648648648649,86.48648648648648
POLITEKNIK NEGERI SUBANG,24343001,AGROINDUSTRI,Diploma Tiga,32,58,Tidak Ada,0.5517241379310345,55.172413793103445
POLITEKNIK NEGERI SUBANG,24343002,PEMELIHARAAN MESIN,Diploma Tiga,32,45,Tidak Ada,0.7111111111111111,71.11111111111111
POLITEKNIK NEGERI SUBANG,24343003,SISTEM INFORMASI,Diploma Tiga,39,74,Tidak Ada,0.527027027027027,52.702702702702695
POLITEKNIK NEGERI SUBANG,24343004,KEPERAWATAN,Diploma Tiga,64,216,Tidak Ada,0.2962962962962963,29.629629629629626
POLITEKNIK NEGERI SEMARANG,24522001,TEKNIK PERAWATAN DAN PERBAIKAN GEDUNG,Sarjana Terapan,20,138,Tidak Ada,0.14492753623188406,14.492753623188406
POLITEKNIK NEGERI SEMARANG,24522002,PERANCANGAN JALAN DAN JEMBATAN,Sarjana Terapan,13,93,Tidak Ada,0.13978494623655913,13.978494623655912
POLITEKNIK NEGERI SEMARANG,24522003,TEKNIK MESIN PRODUKSI DAN PERAWATAN,Sarjana Terapan,18,146,Tidak Ada,0.1232876712328767,12.32876712328767
POLITEKNIK NEGERI SEMARANG,24522004,TEKNOLOGI REKAYASA PEMBANGKIT ENERGI,Sarjana Terapan,18,64,Tidak Ada,0.28125,28.125
POLITEKNIK NEGERI SEMARANG,24522005,TEKNIK TELEKOMUNIKASI,Sarjana Terapan,30,220,Tidak Ada,0.13636363636363635,13.636363636363635
POLITEKNIK NEGERI SEMARANG,24522006,TEKNOLOGI REKAYASA INSTALASI LISTRIK,Sarjana Terapan,18,111,Tidak Ada,0.16216216216216217,16.216216216216218
POLITEKNIK NEGERI SEMARANG,24522007,TEKNOLOGI REKAYASA KOMPUTER,Sarjana Terapan,20,185,Tidak Ada,0.10810810810810811,10.81081081081081
POLITEKNIK NEGERI SEMARANG,24522008,KOMPUTERISASI AKUNTANSI,Sarjana Terapan,30,207,Tidak Ada,0.14492753623188406,14.492753623188406
POLITEKNIK NEGERI SEMARANG,24522009,TEKNOLOGI REKAYASA ELEKTRONIKA,Sarjana Terapan,26,148,Tidak Ada,0.17567567567567569,17.56756756756757
POLITEKNIK NEGERI SEMARANG,24522010,PERBANKAN SYARIAH,Sarjana Terapan,30,128,Tidak Ada,0.234375,23.4375
POLITEKNIK NEGERI SEMARANG,24522011,ANALISIS KEUANGAN,Sarjana Terapan,30,213,Tidak Ada,0.14084507042253522,14.084507042253522
POLITEKNIK NEGERI SEMARANG,24522012,AKUNTANSI MANAJERIAL,Sarjana Terapan,30,268,Tidak Ada,0.11194029850746269,11.194029850746269
POLITEKNIK NEGERI SEMARANG,24522013,MANAJEMEN BISNIS INTERNASIONAL,Sarjana Terapan,30,310,Tidak Ada,0.0967741935483871,9.67741935483871
POLITEKNIK NEGERI SEMARANG,24522014,ADMINISTRASI BISNIS TERAPAN,Sarjana Terapan,30,419,Tidak Ada,0.07159904534606205,7.159904534606206
POLITEKNIK NEGERI SEMARANG,24523015,MANAJEMEN PEMASARAN/MARKETING,Diploma Tiga,30,179,Tidak Ada,0.16759776536312848,16.75977653631285
POLITEKNIK NEGERI SEMARANG,24523016,ADMINISTRASI BISNIS,Diploma Tiga,30,270,Tidak Ada,0.1111111111111111,11.11111111111111
POLITEKNIK NEGERI SEMARANG,24523017,TEKNIK INFORMATIKA,Diploma Tiga,26,270,Tidak Ada,0.0962962962962963,9.62962962962963
POLITEKNIK NEGERI SEMARANG,24523018,KEUANGAN DAN PERBANKAN,Diploma Tiga,30,170,Tidak Ada,0.17647058823529413,17.647058823529413
POLITEKNIK NEGERI SEMARANG,24523019,TEKNIK MESIN,Diploma Tiga,48,389,Tidak Ada,0.12339331619537275,12.339331619537274
POLITEKNIK NEGERI SEMARANG,24523020,TEKNIK LISTRIK,Diploma Tiga,24,186,Tidak Ada,0.12903225806451613,12.903225806451612
POLITEKNIK NEGERI SEMARANG,24523021,KONSTRUKSI SIPIL,Diploma Tiga,26,174,Tidak Ada,0.14942528735632185,14.942528735632186
POLITEKNIK NEGERI SEMARANG,24523022,TEKNIK KONVERSI ENERGI,Diploma Tiga,30,67,Tidak Ada,0.44776119402985076,44.776119402985074
POLITEKNIK NEGERI SEMARANG,24523023,AKUNTANSI,Diploma Tiga,45,227,Tidak Ada,0.19823788546255505,19.823788546255507
POLITEKNIK NEGERI SEMARANG,24523024,TEKNIK ELEKTRONIKA,Diploma Tiga,26,159,Tidak Ada,0.16352201257861634,16.352201257861633
POLITEKNIK NEGERI SEMARANG,24523025,TEKNIK TELEKOMUNIKASI,Diploma Tiga,24,68,Tidak Ada,0.35294117647058826,35.294117647058826
POLITEKNIK NEGERI SEMARANG,24523026,KONSTRUKSI GEDUNG,Diploma Tiga,26,102,Tidak Ada,0.2549019607843137,25.49019607843137
POLITEKNIK NEGERI CILACAP,24532001,TEKNIK PENGENDALIAN PENCEMARAN LINGKUNGAN,Sarjana Terapan,45,125,Tidak Ada,0.36,36.0
POLITEKNIK NEGERI CILACAP,24532002,PENGEMBANGAN PRODUK AGROINDUSTRI,Sarjana Terapan,34,58,Tidak Ada,0.5862068965517241,58.620689655172406
POLITEKNIK NEGERI CILACAP,24532007,REKAYASA KEAMANAN SIBER,Sarjana Terapan,34,80,Tidak Ada,0.425,42.5
POLITEKNIK NEGERI CILACAP,24532008,AKUNTANSI LEMBAGA KEUANGAN SYARIAH,Sarjana Terapan,34,83,Tidak Ada,0.40963855421686746,40.963855421686745
POLITEKNIK NEGERI CILACAP,24532009,TEKNOLOGI REKAYASA MEKATRONIKA,Sarjana Terapan,26,17,Tidak Ada,1.5294117647058822,152.94117647058823
POLITEKNIK NEGERI CILACAP,24532010,TEKNOLOGI REKAYASA MULTIMEDIA,Sarjana Terapan,34,52,Tidak Ada,0.6538461538461539,65.38461538461539
POLITEKNIK NEGERI CILACAP,24532011,TEKNOLOGI REKAYASA ENERGI TERBARUKAN,Sarjana Terapan,17,10,Tidak Ada,1.7,170.0
POLITEKNIK NEGERI CILACAP,24532012,TEKNOLOGI REKAYASA KIMIA INDUSTRI,Sarjana Terapan,12,0,Tidak Ada,0.0,0.0
POLITEKNIK NEGERI CILACAP,24532013,TEKNOLOGI REKAYASA PERANGKAT LUNAK,Sarjana Terapan,23,0,Tidak Ada,0.0,0.0
POLITEKNIK NEGERI CILACAP,24533003,TEKNIK LISTRIK,Diploma Tiga,34,55,Tidak Ada,0.6181818181818182,61.81818181818181
POLITEKNIK NEGERI CILACAP,24533004,TEKNIK INFORMATIKA,Diploma Tiga,45,161,Tidak Ada,0.2795031055900621,27.95031055900621
POLITEKNIK NEGERI CILACAP,24533005,TEKNIK ELEKTRONIKA,Diploma Tiga,34,72,Tidak Ada,0.4722222222222222,47.22222222222222
POLITEKNIK NEGERI CILACAP,24533006,TEKNIK MESIN,Diploma Tiga,34,132,Tidak Ada,0.25757575757575757,25.757575757575758
POLITEKNIK MARITIM NEGERI INDONESIA,24542004,TRANSPORTASI LAUT,Sarjana Terapan,83,178,Tidak Ada,0.46629213483146065,46.62921348314607
POLITEKNIK MARITIM NEGERI INDONESIA,24542005,NAUTIKA,Sarjana Terapan,40,0,Tidak Ada,0.0,0.0
POLITEKNIK MARITIM NEGERI INDONESIA,24542006,TEKNOLOGI REKAYASA PERMESINAN KAPAL,Sarjana Terapan,40,0,Tidak Ada,0.0,0.0
POLITEKNIK MARITIM NEGERI INDONESIA,24542007,TEKNOLOGI REKAYASA MEKATRONIKA,Sarjana Terapan,50,0,Tidak Ada,0.0,0.0
POLITEKNIK MARITIM NEGERI INDONESIA,24542008,BISNIS DAN LOGISTIK MARITIM,Sarjana Terapan,66,0,Tidak Ada,0.0,0.0
POLITEKNIK MARITIM NEGERI INDONESIA,24543009,NAUTIKA,Diploma Tiga,26,0,Tidak Ada,0.0,0.0
POLITEKNIK MARITIM NEGERI INDONESIA,24543010,TEKNIKA,Diploma Tiga,40,0,Tidak Ada,0.0,0.0
POLITEKNIK NEGERI BANYUWANGI,24712001,AGRIBISNIS,Sarjana Terapan,75,112,Tidak Ada,0.6696428571428571,66.96428571428571
POLITEKNIK NEGERI BANYUWANGI,24712002,TEKNOLOGI PENGOLAHAN HASIL TERNAK,Sarjana Terapan,45,19,Tidak Ada,2.3684210526315788,236.84210526315786
POLITEKNIK NEGERI BANYUWANGI,24712003,TEKNIK MANUFAKTUR KAPAL,Sarjana Terapan,45,29,Tidak Ada,1.5517241379310345,155.17241379310346
POLITEKNIK NEGERI BANYUWANGI,24712004,MANAJEMEN BISNIS PARIWISATA,Sarjana Terapan,75,231,Tidak Ada,0.3246753246753247,32.467532467532465
POLITEKNIK NEGERI BANYUWANGI,24712005,TEKNOLOGI REKAYASA MANUFAKTUR,Sarjana Terapan,60,58,Tidak Ada,1.0344827586206897,103.44827586206897
POLITEKNIK NEGERI BANYUWANGI,24712006,TEKNOLOGI REKAYASA PERANGKAT LUNAK,Sarjana Terapan,75,117,Tidak Ada,0.6410256410256411,64.1025641025641
POLITEKNIK NEGERI BANYUWANGI,24712008,TEKNOLOGI REKAYASA KOMPUTER,Sarjana Terapan,30,88,Tidak Ada,0.3409090909090909,34.090909090909086
POLITEKNIK NEGERI BANYUWANGI,24712009,BISNIS DIGITAL,Sarjana Terapan,45,123,Tidak Ada,0.36585365853658536,36.58536585365854
POLITEKNIK NEGERI BANYUWANGI,24712010,TEKNOLOGI REKAYASA KONSTRUKSI JALAN DAN JEMBATAN,Sarjana Terapan,30,25,Tidak Ada,1.2,120.0
POLITEKNIK NEGERI BANYUWANGI,24712011,TEKNOLOGI PRODUKSI TERNAK,Sarjana Terapan,30,9,Tidak Ada,3.3333333333333335,333.33333333333337
POLITEKNIK NEGERI BANYUWANGI,24712012,PENGEMBANGAN PRODUK AGROINDUSTRI,Sarjana Terapan,30,18,Tidak Ada,1.6666666666666667,166.66666666666669
POLITEKNIK NEGERI BANYUWANGI,24712013,TEKNOLOGI BUDI DAYA PERIKANAN/TEKNOLOGI AKUAKULTUR,Sarjana Terapan,30,15,Tidak Ada,2.0,200.0
POLITEKNIK NEGERI BANYUWANGI,24712014,TEKNOLOGI PRODUKSI TANAMAN PANGAN,Sarjana Terapan,30,25,Tidak Ada,1.2,120.0
POLITEKNIK NEGERI BANYUWANGI,24712015,PENGELOLAAN PERHOTELAN,Sarjana Terapan,30,44,Tidak Ada,0.6818181818181818,68.18181818181817
POLITEKNIK NEGERI BANYUWANGI,24712016,DESTINASI PARIWISATA,Sarjana Terapan,30,59,Tidak Ada,0.5084745762711864,50.847457627118644
POLITEKNIK NEGERI BANYUWANGI,24712017,MANAJEMEN KONSTRUKSI,Sarjana Terapan,15,0,Tidak Ada,0.0,0.0
POLITEKNIK NEGERI BANYUWANGI,24712018,TEKNOLOGI REKAYASA KONSTRUKSI BANGUNAN GEDUNG,Sarjana Terapan,15,0,Tidak Ada,0.0,0.0
POLITEKNIK NEGERI BANYUWANGI,24713007,TEKNIK SIPIL,Diploma Tiga,60,60,Tidak Ada,1.0,100.0
POLITEKNIK NEGERI JEMBER,24722001,GIZI KLINIK,Sarjana Terapan,83,224,Tidak Ada,0.3705357142857143,37.05357142857143
POLITEKNIK NEGERI JEMBER,24722002,MANAJEMEN AGROINDUSTRI,Sarjana Terapan,99,132,Tidak Ada,0.75,75.0
POLITEKNIK NEGERI JEMBER,24722003,TEKNIK ENERGI TERBARUKAN,Sarjana Terapan,66,70,Tidak Ada,0.9428571428571428,94.28571428571428
POLITEKNIK NEGERI JEMBER,24722004,TEKNIK PRODUKSI TANAMAN PANGAN,Sarjana Terapan,50,46,Tidak Ada,1.0869565217391304,108.69565217391303
POLITEKNIK NEGERI JEMBER,24722005,MANAGEMEN BISNIS UNGGAS,Sarjana Terapan,66,44,Tidak Ada,1.5,150.0
POLITEKNIK NEGERI JEMBER,24722006,TEKNIK INFORMATIKA,Sarjana Terapan,116,313,Tidak Ada,0.3706070287539936,37.06070287539936
POLITEKNIK NEGERI JEMBER,24722007,TEKNIK PRODUKSI BENIH,Sarjana Terapan,50,36,Tidak Ada,1.3888888888888888,138.88888888888889
POLITEKNIK NEGERI JEMBER,24722008,MANAJEMEN INFORMASI KESEHATAN,Sarjana Terapan,99,269,Tidak Ada,0.3680297397769517,36.80297397769517
POLITEKNIK NEGERI JEMBER,24722009,MESIN OTOMOTIF,Sarjana Terapan,66,123,Tidak Ada,0.5365853658536586,53.65853658536586
POLITEKNIK NEGERI JEMBER,24722010,BUDIDAYA TANAMAN PERKEBUNAN,Sarjana Terapan,50,41,Tidak Ada,1.2195121951219512,121.95121951219512
POLITEKNIK NEGERI JEMBER,24722011,TEKNOLOGI REKAYASA PANGAN,Sarjana Terapan,66,60,Tidak Ada,1.1,110.00000000000001
POLITEKNIK NEGERI JEMBER,24722012,PENGELOLAAN PERKEBUNAN KOPI,Sarjana Terapan,33,23,Tidak Ada,1.434782608695652,143.47826086956522
POLITEKNIK NEGERI JEMBER,24722013,TEKNOLOGI REKAYASA MEKATRONIKA,Sarjana Terapan,66,57,Tidak Ada,1.1578947368421053,115.78947368421053
POLITEKNIK NEGERI JEMBER,24722014,PSDKU TEKNIK INFORMATIKA KAB. NGANJUK,Sarjana Terapan,50,37,Tidak Ada,1.3513513513513513,135.13513513513513
POLITEKNIK NEGERI JEMBER,24722015,TEKNOLOGI PAKAN TERNAK,Sarjana Terapan,50,36,Tidak Ada,1.3888888888888888,138.88888888888889
POLITEKNIK NEGERI JEMBER,24722016,PSDKU MANAJEMEN AGROINDUSTRI KAB. SIDOARJO,Sarjana Terapan,33,13,Tidak Ada,2.5384615384615383,253.84615384615384
