NAMA PERGURUAN TINGGI,KODE,PROGRAM STUDI,JENJANG,DAYA TAMPUNG (2025),PEMINAT (2024),JENIS PORTOFOLIO,RASIO KEKETATAN,PRESENTASE (%)
ISI YOGYAKARTA,13641008,KRIYA SENI,Sarjana,36,57,"Seni Rupa, Desain, dan Kriya",0.631578947368421,63.1578947368421
ISI YOGYAKARTA,13641009,DESAIN INTERIOR,Sarjana,44,212,"Seni Rupa, Desain, dan Kriya",0.20754716981132076,20.754716981132077
ISI YOGYAKARTA,13641010,DESAIN KOMUNIKASI VISUAL,Sarjana,36,859,"Seni Rupa, Desain, dan Kriya",0.04190919674039581,4.190919674039581
ISI YOGYAKARTA,13641011,DESAIN PRODUK,Sarjana,24,68,"Seni Rupa, Desain, dan Kriya",0.35294117647058826,35.294117647058826
ISI YOGYAKARTA,13641012,TELEVISI DAN FILM,Sarjana,30,449,Film dan Televisi,0.066815144766147,6.6815144766147
ISI YOGYAKARTA,13641013,FOTOGRAFI,Sarjana,36,180,Fotografi,0.2,20.0
ISI YOGYAKARTA,13641014,SENI KARAWITAN,Sarjana,15,27,Seni Karawitan,0.5555555555555556,55.55555555555556
ISI YOGYAKARTA,13641015,ETNOMUSIKOLOGI,Sarjana,15,9,Etnomusikologi,1.6666666666666667,166.66666666666669
ISI YOGYAKARTA,13641016,SENI PEDALANGAN,Sarjana,5,7,Seni Pedalangan,0.7142857142857143,71.42857142857143
ISI YOGYAKARTA,13641017,TATA KELOLA SENI,Sarjana,23,80,Tidak Ada,0.2875,28.749999999999996
ISI YOGYAKARTA,13641021,KONSERVASI SENI,Sarjana,11,12,"Seni Rupa, Desain, dan Kriya",0.9166666666666666,91.66666666666666
ISI YOGYAKARTA,13642018,PENYAJIAN MUSIK,Sarjana Terapan,14,53,Musik,0.2641509433962264,26.41509433962264
ISI YOGYAKARTA,13642022,ANIMASI,Sarjana Terapan,36,182,"Seni Rupa, Desain, dan Kriya",0.1978021978021978,19.78021978021978
ISI YOGYAKARTA,13642023,DESAIN MODE KRIYA BATIK,Sarjana Terapan,23,37,"Seni Rupa, Desain, dan Kriya",0.6216216216216216,62.16216216216216
ISI YOGYAKARTA,13642024,DESAIN MEDIA,Sarjana Terapan,21,31,"Seni Rupa, Desain, dan Kriya",0.6774193548387096,67.74193548387096
ISI YOGYAKARTA,13642025,PRODUKSI FILM DAN TELEVISI,Sarjana Terapan,11,56,Film dan Televisi,0.19642857142857142,19.642857142857142
ISI YOGYAKARTA,13642026,TEATER MUSIKAL,Sarjana Terapan,8,0,Sendratasik,0.0,0.0
UNIVERSITAS JEMBER,13711001,AGROTEKNOLOGI / AGROEKOTEKNOLOGI,Sarjana,60,250,Tidak Ada,0.24,24.0
UNIVERSITAS JEMBER,13711002,AGRIBISNIS,Sarjana,54,385,Tidak Ada,0.14025974025974025,14.025974025974024
UNIVERSITAS JEMBER,13711003,PENDIDIKAN MATEMATIKA,Sarjana,77,336,Tidak Ada,0.22916666666666666,22.916666666666664
UNIVERSITAS JEMBER,13711004,PENDIDIKAN FISIKA,Sarjana,50,110,Tidak Ada,0.45454545454545453,45.45454545454545
UNIVERSITAS JEMBER,13711005,PENDIDIKAN BIOLOGI,Sarjana,50,263,Tidak Ada,0.19011406844106463,19.011406844106464
UNIVERSITAS JEMBER,13711006,TEKNOLOGI HASIL PERTANIAN,Sarjana,45,154,Tidak Ada,0.2922077922077922,29.22077922077922
UNIVERSITAS JEMBER,13711007,TEKNIK PERTANIAN,Sarjana,45,130,Tidak Ada,0.34615384615384615,34.61538461538461
UNIVERSITAS JEMBER,13711008,PENDIDIKAN  DOKTER GIGI,Sarjana,57,681,Tidak Ada,0.08370044052863436,8.370044052863436
UNIVERSITAS JEMBER,13711009,MATEMATIKA,Sarjana,41,138,Tidak Ada,0.2971014492753623,29.71014492753623
UNIVERSITAS JEMBER,13711010,FISIKA,Sarjana,36,68,Tidak Ada,0.5294117647058824,52.94117647058824
UNIVERSITAS JEMBER,13711011,KIMIA,Sarjana,41,147,Tidak Ada,0.2789115646258503,27.89115646258503
UNIVERSITAS JEMBER,13711012,BIOLOGI,Sarjana,41,165,Tidak Ada,0.24848484848484848,24.848484848484848
UNIVERSITAS JEMBER,13711013,PENDIDIKAN DOKTER,Sarjana,57,924,Tidak Ada,0.06168831168831169,6.1688311688311686
UNIVERSITAS JEMBER,13711014,KESEHATAN MASYARAKAT,Sarjana,75,792,Tidak Ada,0.0946969696969697,9.469696969696969
UNIVERSITAS JEMBER,13711015,TEKNIK MESIN,Sarjana,42,221,Tidak Ada,0.19004524886877827,19.004524886877828
UNIVERSITAS JEMBER,13711016,TEKNIK ELEKTRO,Sarjana,42,201,Tidak Ada,0.208955223880597,20.8955223880597
UNIVERSITAS JEMBER,13711017,TEKNIK SIPIL,Sarjana,51,372,Tidak Ada,0.13709677419354838,13.709677419354838
UNIVERSITAS JEMBER,13711018,FARMASI,Sarjana,54,1113,Tidak Ada,0.04851752021563342,4.8517520215633425
UNIVERSITAS JEMBER,13711019,ILMU KEPERAWATAN,Sarjana,69,1033,Tidak Ada,0.06679574056147145,6.679574056147144
UNIVERSITAS JEMBER,13711020,SISTEM INFORMASI,Sarjana,36,400,Tidak Ada,0.09,9.0
UNIVERSITAS JEMBER,13711024,TEKNOLOGI INDUSTRI PERTANIAN,Sarjana,44,135,Tidak Ada,0.32592592592592595,32.592592592592595
UNIVERSITAS JEMBER,13711025,ILMU TANAH,Sarjana,24,88,Tidak Ada,0.2727272727272727,27.27272727272727
UNIVERSITAS JEMBER,13711026,PROTEKSI TANAMAN,Sarjana,27,56,Tidak Ada,0.48214285714285715,48.214285714285715
UNIVERSITAS JEMBER,13711027,TEKNOLOGI INFORMASI,Sarjana,36,257,Tidak Ada,0.14007782101167315,14.007782101167315
UNIVERSITAS JEMBER,13711028,PENDIDIKAN IPA,Sarjana,50,278,Tidak Ada,0.17985611510791366,17.985611510791365
UNIVERSITAS JEMBER,13711029,PERENCANAAN WILAYAH DAN KOTA,Sarjana,30,182,Tidak Ada,0.16483516483516483,16.483516483516482
UNIVERSITAS JEMBER,13711030,TEKNIK KIMIA,Sarjana,21,93,Tidak Ada,0.22580645161290322,22.58064516129032
UNIVERSITAS JEMBER,13711031,AGRONOMI,Sarjana,33,93,Tidak Ada,0.3548387096774194,35.483870967741936
UNIVERSITAS JEMBER,13711032,ILMU PERTANIAN,Sarjana,30,106,Tidak Ada,0.2830188679245283,28.30188679245283
UNIVERSITAS JEMBER,13711033,INFORMATIKA,Sarjana,36,424,Tidak Ada,0.08490566037735849,8.49056603773585
UNIVERSITAS JEMBER,13711034,PENYULUHAN PERTANIAN,Sarjana,24,71,Tidak Ada,0.3380281690140845,33.80281690140845
UNIVERSITAS JEMBER,13711035,TEKNIK LINGKUNGAN,Sarjana,21,161,Tidak Ada,0.13043478260869565,13.043478260869565
UNIVERSITAS JEMBER,13711036,TEKNIK KONSTRUKSI PERKAPALAN,Sarjana,18,55,Tidak Ada,0.32727272727272727,32.72727272727273
UNIVERSITAS JEMBER,13711037,PETERNAKAN,Sarjana,30,128,Tidak Ada,0.234375,23.4375
UNIVERSITAS JEMBER,13711038,GIZI,Sarjana,27,413,Tidak Ada,0.06537530266343826,6.5375302663438255
UNIVERSITAS JEMBER,13711039,TEKNIK PERTAMBANGAN,Sarjana,21,282,Tidak Ada,0.07446808510638298,7.446808510638298
UNIVERSITAS JEMBER,13711040,TEKNIK PERMINYAKAN,Sarjana,15,125,Tidak Ada,0.12,12.0
UNIVERSITAS JEMBER,13711041,ILMU HUKUM,Sarjana,135,789,Tidak Ada,0.17110266159695817,17.110266159695815
UNIVERSITAS JEMBER,13711042,HUBUNGAN INTERNASIONAL,Sarjana,48,412,Tidak Ada,0.11650485436893204,11.650485436893204
UNIVERSITAS JEMBER,13711043,ILMU ADMINISTRASI NEGARA,Sarjana,48,420,Tidak Ada,0.11428571428571428,11.428571428571429
UNIVERSITAS JEMBER,13711044,ILMU ADMINISTRASI BISNIS,Sarjana,48,635,Tidak Ada,0.07559055118110236,7.559055118110236
UNIVERSITAS JEMBER,13711045,ILMU KESEJAHTERAAN SOSIAL,Sarjana,48,222,Tidak Ada,0.21621621621621623,21.62162162162162
UNIVERSITAS JEMBER,13711046,SOSIOLOGI,Sarjana,45,209,Tidak Ada,0.215311004784689,21.5311004784689
UNIVERSITAS JEMBER,13711047,EKONOMI PEMBANGUNAN,Sarjana,63,303,Tidak Ada,0.2079207920792079,20.792079207920793
UNIVERSITAS JEMBER,13711048,MANAJEMEN,Sarjana,78,985,Tidak Ada,0.07918781725888324,7.918781725888325
UNIVERSITAS JEMBER,13711049,AKUNTANSI,Sarjana,81,756,Tidak Ada,0.10714285714285714,10.714285714285714
UNIVERSITAS JEMBER,13711050,PENDIDIKAN LUAR SEKOLAH,Sarjana,36,67,Tidak Ada,0.5373134328358209,53.73134328358209
UNIVERSITAS JEMBER,13711051,PENDIDIKAN EKONOMI,Sarjana,50,218,Tidak Ada,0.22935779816513763,22.93577981651376
UNIVERSITAS JEMBER,13711052,PENDIDIKAN SEJARAH,Sarjana,36,216,Tidak Ada,0.16666666666666666,16.666666666666664
UNIVERSITAS JEMBER,13711053,PENDIDIKAN BAHASA INGGRIS,Sarjana,50,302,Tidak Ada,0.16556291390728478,16.55629139072848
UNIVERSITAS JEMBER,13711054,PENDIDIKAN BHS. & SASTRA INDO.,Sarjana,50,489,Tidak Ada,0.10224948875255624,10.224948875255624
UNIVERSITAS JEMBER,13711055,PENDIDIKAN GURU SEKOLAH DASAR,Sarjana,50,842,Tidak Ada,0.05938242280285035,5.938242280285035
UNIVERSITAS JEMBER,13711056,SASTRA INGGRIS,Sarjana,36,215,Tidak Ada,0.16744186046511628,16.74418604651163
UNIVERSITAS JEMBER,13711057,SASTRA INDONESIA,Sarjana,36,141,Tidak Ada,0.2553191489361702,25.53191489361702
UNIVERSITAS JEMBER,13711058,ILMU SEJARAH,Sarjana,36,116,Tidak Ada,0.3103448275862069,31.03448275862069
UNIVERSITAS JEMBER,13711059,TELEVISI & FILM,Sarjana,36,235,Tidak Ada,0.15319148936170213,15.319148936170212
UNIVERSITAS JEMBER,13711060,PG PAUD,Sarjana,50,150,Tidak Ada,0.3333333333333333,33.33333333333333
UNIVERSITAS JEMBER,13711061,EKONOMI SYARIAH,Sarjana,36,208,Tidak Ada,0.17307692307692307,17.307692307692307
UNIVERSITAS JEMBER,13711062,PENDIDIKAN GEOGRAFI,Sarjana,36,182,Tidak Ada,0.1978021978021978,19.78021978021978
UNIVERSITAS JEMBER,13711063,EKONOMI SYARIAH KAMPUS BONDOWOSO,Sarjana,20,51,Tidak Ada,0.39215686274509803,39.21568627450981
UNIVERSITAS JEMBER,13711064,PEND. GURU SEKOLAH DASAR KAMPUS BONDOWOSO,Sarjana,36,187,Tidak Ada,0.1925133689839572,19.25133689839572
UNIVERSITAS JEMBER,13712066,TEKNOLOGI REKAYASA KONSTRUKSI BANGUNAN GEDUNG,Sarjana Terapan,18,57,Tidak Ada,0.3157894736842105,31.57894736842105
UNIVERSITAS JEMBER,13712070,REKAYASA PERANCANGAN MEKANIK,Sarjana Terapan,18,23,Tidak Ada,0.782608695652174,78.26086956521739
UNIVERSITAS JEMBER,13712072,TEKNOLOGI REKAYASA ELEKTRONIKA,Sarjana Terapan,18,26,Tidak Ada,0.6923076923076923,69.23076923076923
UNIVERSITAS JEMBER,13713065,ADMINISTRASI KEUANGAN,Diploma Tiga,24,60,Tidak Ada,0.4,40.0
UNIVERSITAS JEMBER,13713067,KEPERAWATAN,Diploma Tiga,54,341,Tidak Ada,0.15835777126099707,15.835777126099707
UNIVERSITAS JEMBER,13713068,AKUNTANSI,Diploma Tiga,27,79,Tidak Ada,0.34177215189873417,34.177215189873415
UNIVERSITAS JEMBER,13713069,PERPAJAKAN,Diploma Tiga,27,127,Tidak Ada,0.2125984251968504,21.25984251968504
UNIVERSITAS JEMBER,13713071,KEPERAWATAN (KAMPUS KOTA PASURUAN),Diploma Tiga,48,201,Tidak Ada,0.23880597014925373,23.88059701492537
UNIVERSITAS JEMBER,13713073,MANAJEMEN PERUSAHAAN,Diploma Tiga,24,86,Tidak Ada,0.27906976744186046,27.906976744186046
UNIVERSITAS JEMBER,13713074,KESEKRETARIATAN,Diploma Tiga,24,47,Tidak Ada,0.5106382978723404,51.06382978723404
UNIVERSITAS JEMBER,13713075,USAHA PERJALANAN WISATA,Diploma Tiga,27,56,Tidak Ada,0.48214285714285715,48.214285714285715
UNIVERSITAS BRAWIJAYA,13721001,MANAJEMEN SUMBERDAYA PERAIRAN,Sarjana,40,170,Tidak Ada,0.23529411764705882,23.52941176470588
UNIVERSITAS BRAWIJAYA,13721002,BUDIDAYA PERAIRAN,Sarjana,35,115,Tidak Ada,0.30434782608695654,30.434782608695656
UNIVERSITAS BRAWIJAYA,13721003,TEKNIK SIPIL,Sarjana,37,571,Tidak Ada,0.0647985989492119,6.47985989492119
UNIVERSITAS BRAWIJAYA,13721004,TEKNIK MESIN,Sarjana,44,430,Tidak Ada,0.10232558139534884,10.232558139534884
UNIVERSITAS BRAWIJAYA,13721005,TEKNIK ELEKTRO,Sarjana,44,379,Tidak Ada,0.11609498680738786,11.609498680738787
UNIVERSITAS BRAWIJAYA,13721006,ARSITEKTUR,Sarjana,37,510,Tidak Ada,0.07254901960784314,7.254901960784315
UNIVERSITAS BRAWIJAYA,13721007,TEKNIK PENGAIRAN,Sarjana,37,169,Tidak Ada,0.21893491124260356,21.893491124260358
UNIVERSITAS BRAWIJAYA,13721008,KEDOKTERAN,Sarjana,70,1610,Tidak Ada,0.043478260869565216,4.3478260869565215
UNIVERSITAS BRAWIJAYA,13721009,TEKNOLOGI PANGAN,Sarjana,50,706,Tidak Ada,0.0708215297450425,7.0821529745042495
UNIVERSITAS BRAWIJAYA,13721010,BIOLOGI,Sarjana,39,246,Tidak Ada,0.15853658536585366,15.853658536585366
UNIVERSITAS BRAWIJAYA,13721011,FISIKA,Sarjana,22,115,Tidak Ada,0.19130434782608696,19.130434782608695
UNIVERSITAS BRAWIJAYA,13721012,KIMIA,Sarjana,42,261,Tidak Ada,0.16091954022988506,16.091954022988507
UNIVERSITAS BRAWIJAYA,13721013,MATEMATIKA,Sarjana,40,237,Tidak Ada,0.16877637130801687,16.877637130801688
UNIVERSITAS BRAWIJAYA,13721014,PEMANFAATAN SUMBERDAYA PERIKANAN,Sarjana,35,105,Tidak Ada,0.3333333333333333,33.33333333333333
UNIVERSITAS BRAWIJAYA,13721015,TEKNOLOGI HASIL PERIKANAN,Sarjana,40,148,Tidak Ada,0.2702702702702703,27.027027027027028
UNIVERSITAS BRAWIJAYA,13721016,AGROBISNIS PERIKANAN,Sarjana,35,125,Tidak Ada,0.28,28.000000000000004
UNIVERSITAS BRAWIJAYA,13721017,TEKNIK PERTANIAN DAN BIOSISTEM,Sarjana,33,185,Tidak Ada,0.1783783783783784,17.83783783783784
UNIVERSITAS BRAWIJAYA,13721018,STATISTIKA,Sarjana,44,474,Tidak Ada,0.09282700421940929,9.282700421940929
UNIVERSITAS BRAWIJAYA,13721019,PERENCANAAN WILAYAH & KOTA,Sarjana,37,385,Tidak Ada,0.09610389610389611,9.61038961038961
UNIVERSITAS BRAWIJAYA,13721020,TEKNIK INDUSTRI PERTANIAN,Sarjana,70,319,Tidak Ada,0.219435736677116,21.9435736677116
UNIVERSITAS BRAWIJAYA,13721021,ILMU KEPERAWATAN,Sarjana,44,1042,Tidak Ada,0.04222648752399232,4.222648752399232
UNIVERSITAS BRAWIJAYA,13721023,ILMU GIZI,Sarjana,36,712,Tidak Ada,0.05056179775280899,5.056179775280898
UNIVERSITAS BRAWIJAYA,13721024,TEKNIK INDUSTRI,Sarjana,44,753,Tidak Ada,0.05843293492695883,5.843293492695882
UNIVERSITAS BRAWIJAYA,13721025,TEKNIK INFORMATIKA,Sarjana,56,1341,Tidak Ada,0.041759880686055184,4.175988068605518
UNIVERSITAS BRAWIJAYA,13721026,AGROEKOTEKNOLOGI,Sarjana,179,653,Tidak Ada,0.27411944869831545,27.411944869831544
UNIVERSITAS BRAWIJAYA,13721027,AGRIBISNIS,Sarjana,104,647,Tidak Ada,0.160741885625966,16.0741885625966
UNIVERSITAS BRAWIJAYA,13721028,PETERNAKAN,Sarjana,163,542,Tidak Ada,0.3007380073800738,30.073800738007378
UNIVERSITAS BRAWIJAYA,13721029,PENDIDIKAN DOKTER HEWAN,Sarjana,48,419,Tidak Ada,0.11455847255369929,11.455847255369928
UNIVERSITAS BRAWIJAYA,13721030,PENDIDIKAN DOKTER GIGI,Sarjana,33,652,Tidak Ada,0.05061349693251534,5.061349693251533
UNIVERSITAS BRAWIJAYA,13721031,ILMU KELAUTAN,Sarjana,40,222,Tidak Ada,0.18018018018018017,18.01801801801802
UNIVERSITAS BRAWIJAYA,13721032,KEBIDANAN,Sarjana,36,608,Tidak Ada,0.05921052631578947,5.921052631578947
UNIVERSITAS BRAWIJAYA,13721033,FARMASI,Sarjana,36,1196,Tidak Ada,0.030100334448160536,3.0100334448160537
UNIVERSITAS BRAWIJAYA,13721035,TEKNIK KOMPUTER,Sarjana,40,392,Tidak Ada,0.10204081632653061,10.204081632653061
UNIVERSITAS BRAWIJAYA,13721036,SISTEM INFORMASI,Sarjana,56,976,Tidak Ada,0.05737704918032787,5.737704918032787
UNIVERSITAS BRAWIJAYA,13721037,TEKNIK KIMIA,Sarjana,30,393,Tidak Ada,0.07633587786259542,7.633587786259542
UNIVERSITAS BRAWIJAYA,13721038,INSTRUMENTASI,Sarjana,20,99,Tidak Ada,0.20202020202020202,20.2020202020202
UNIVERSITAS BRAWIJAYA,13721039,TEKNIK GEOFISIKA,Sarjana,19,142,Tidak Ada,0.13380281690140844,13.380281690140844
UNIVERSITAS BRAWIJAYA,13721040,BIOTEKNOLOGI,Sarjana,36,422,Tidak Ada,0.08530805687203792,8.530805687203792
UNIVERSITAS BRAWIJAYA,13721042,TEKNOLOGI BIOPROSES,Sarjana,25,231,Tidak Ada,0.10822510822510822,10.822510822510822
UNIVERSITAS BRAWIJAYA,13721043,TEKNIK LINGKUNGAN,Sarjana,40,369,Tidak Ada,0.10840108401084012,10.840108401084011
UNIVERSITAS BRAWIJAYA,13721046,PENDIDIKAN TEKNOLOGI INFORMASI,Sarjana,36,122,Tidak Ada,0.29508196721311475,29.508196721311474
UNIVERSITAS BRAWIJAYA,13721047,TEKNOLOGI INFORMASI,Sarjana,40,607,Tidak Ada,0.06589785831960461,6.589785831960461
UNIVERSITAS BRAWIJAYA,13721048,AGROEKOTEKNOLOGI (PSDKU KEDIRI),Sarjana,28,192,Tidak Ada,0.14583333333333334,14.583333333333334
UNIVERSITAS BRAWIJAYA,13721049,AGRIBISNIS (PSDKU KEDIRI),Sarjana,28,222,Tidak Ada,0.12612612612612611,12.612612612612612
UNIVERSITAS BRAWIJAYA,13721050,PETERNAKAN (PSDKU KEDIRI),Sarjana,28,135,Tidak Ada,0.2074074074074074,20.74074074074074
UNIVERSITAS BRAWIJAYA,13721051,AKUAKULTUR (PSDKU KEDIRI),Sarjana,28,90,Tidak Ada,0.3111111111111111,31.11111111111111
UNIVERSITAS BRAWIJAYA,13721052,SOSIAL EKONOMI PERIKANAN (PSDKU KEDIRI),Sarjana,28,98,Tidak Ada,0.2857142857142857,28.57142857142857
UNIVERSITAS BRAWIJAYA,13721053,KEHUTANAN,Sarjana,20,281,Tidak Ada,0.0711743772241993,7.11743772241993
UNIVERSITAS BRAWIJAYA,13721054,ILMU AKTUARIA,Sarjana,20,321,Tidak Ada,0.06230529595015576,6.230529595015576
UNIVERSITAS BRAWIJAYA,13721056,ILMU HUKUM,Sarjana,130,1681,Tidak Ada,0.07733491969066032,7.733491969066033
UNIVERSITAS BRAWIJAYA,13721057,EKONOMI PEMBANGUNAN,Sarjana,35,412,Tidak Ada,0.08495145631067962,8.495145631067961
UNIVERSITAS BRAWIJAYA,13721058,ADMINISTRASI PUBLIK,Sarjana,82,955,Tidak Ada,0.08586387434554973,8.586387434554974
UNIVERSITAS BRAWIJAYA,13721059,ADMINISTRASI BISNIS,Sarjana,93,1751,Tidak Ada,0.05311250713877784,5.311250713877784
UNIVERSITAS BRAWIJAYA,13721060,MANAJEMEN,Sarjana,75,1592,Tidak Ada,0.0471105527638191,4.71105527638191
UNIVERSITAS BRAWIJAYA,13721061,AKUNTANSI,Sarjana,91,1279,Tidak Ada,0.07114933541829555,7.114933541829554
UNIVERSITAS BRAWIJAYA,13721062,SOSIOLOGI,Sarjana,44,227,Tidak Ada,0.19383259911894274,19.383259911894275
UNIVERSITAS BRAWIJAYA,13721063,ILMU KOMUNIKASI,Sarjana,58,1064,Tidak Ada,0.05451127819548872,5.451127819548872
UNIVERSITAS BRAWIJAYA,13721064,PSIKOLOGI,Sarjana,60,1298,Tidak Ada,0.046224961479198766,4.622496147919876
UNIVERSITAS BRAWIJAYA,13721065,HUBUNGAN INTERNASIONAL,Sarjana,52,913,Tidak Ada,0.056955093099671415,5.695509309967141
UNIVERSITAS BRAWIJAYA,13721066,SASTRA INGGRIS,Sarjana,55,509,Tidak Ada,0.10805500982318271,10.805500982318271
UNIVERSITAS BRAWIJAYA,13721067,SASTRA JEPANG,Sarjana,35,238,Tidak Ada,0.14705882352941177,14.705882352941178
UNIVERSITAS BRAWIJAYA,13721068,BAHASA DAN SASTRA PRANCIS,Sarjana,20,60,Tidak Ada,0.3333333333333333,33.33333333333333
UNIVERSITAS BRAWIJAYA,13721069,ILMU POLITIK,Sarjana,38,343,Tidak Ada,0.11078717201166181,11.078717201166182
UNIVERSITAS BRAWIJAYA,13721070,ILMU PEMERINTAHAN,Sarjana,38,390,Tidak Ada,0.09743589743589744,9.743589743589745
UNIVERSITAS BRAWIJAYA,13721072,PERPAJAKAN,Sarjana,55,810,Tidak Ada,0.06790123456790123,6.790123456790123
UNIVERSITAS BRAWIJAYA,13721075,EKONOMI ISLAM,Sarjana,31,277,Tidak Ada,0.11191335740072202,11.191335740072201
UNIVERSITAS BRAWIJAYA,13721076,"EKONOMI, KEUANGAN DAN PERBANKAN",Sarjana,47,676,Tidak Ada,0.0695266272189349,6.952662721893491
UNIVERSITAS BRAWIJAYA,13721077,ILMU PERPUSTAKAAN,Sarjana,22,156,Tidak Ada,0.14102564102564102,14.102564102564102
UNIVERSITAS BRAWIJAYA,13721078,PARIWISATA,Sarjana,33,645,Tidak Ada,0.05116279069767442,5.116279069767442
UNIVERSITAS BRAWIJAYA,13721080,PENDIDIKAN BAHASA INGGRIS,Sarjana,42,266,Tidak Ada,0.15789473684210525,15.789473684210526
UNIVERSITAS BRAWIJAYA,13721081,PENDIDIKAN BAHASA JEPANG,Sarjana,18,109,Tidak Ada,0.1651376146788991,16.51376146788991
UNIVERSITAS BRAWIJAYA,13721082,PENDIDIKAN BHS & SASTRA INDONESIA,Sarjana,25,217,Tidak Ada,0.1152073732718894,11.52073732718894
UNIVERSITAS BRAWIJAYA,13721085,ADMINISTRASI PENDIDIKAN,Sarjana,22,179,Tidak Ada,0.12290502793296089,12.290502793296088
UNIVERSITAS BRAWIJAYA,13721086,SENI RUPA MURNI,Sarjana,15,51,"Seni Rupa, Desain, dan Kriya",0.29411764705882354,29.411764705882355
UNIVERSITAS BRAWIJAYA,13721087,SASTRA CINA,Sarjana,22,157,Tidak Ada,0.14012738853503184,14.012738853503185
UNIVERSITAS BRAWIJAYA,13721088,ANTROPOLOGI,Sarjana,20,203,Tidak Ada,0.09852216748768473,9.852216748768473
UNIVERSITAS BRAWIJAYA,13721089,KEWIRAUSAHAAN,Sarjana,21,358,Tidak Ada,0.05865921787709497,5.865921787709497
UNIVERSITAS BRAWIJAYA,13721094,SAINS DATA,Sarjana,14,367,Tidak Ada,0.03814713896457766,3.8147138964577656
UNIVERSITAS BRAWIJAYA,13722055,DESAIN GRAFIS,Sarjana Terapan,42,266,"Seni Rupa, Desain, dan Kriya",0.15789473684210525,15.789473684210526
UNIVERSITAS BRAWIJAYA,13722090,MANAJEMEN PERHOTELAN,Sarjana Terapan,46,331,Tidak Ada,0.13897280966767372,13.897280966767372
UNIVERSITAS BRAWIJAYA,13723091,KEUANGAN DAN PERBANKAN,Diploma Tiga,60,178,Tidak Ada,0.33707865168539325,33.70786516853933
UNIVERSITAS BRAWIJAYA,13723092,ADMINISTRASI BISNIS,Diploma Tiga,63,325,Tidak Ada,0.19384615384615383,19.384615384615383
UNIVERSITAS BRAWIJAYA,13723093,TEKNOLOGI INFORMASI,Diploma Tiga,63,155,Tidak Ada,0.4064516129032258,40.64516129032258
UNIVERSITAS NEGERI MALANG,13731001,PENDIDIKAN MATEMATIKA,Sarjana,77,437,Tidak Ada,0.17620137299771166,17.620137299771166
UNIVERSITAS NEGERI MALANG,13731002,PENDIDIKAN FISIKA,Sarjana,65,144,Tidak Ada,0.4513888888888889,45.13888888888889
UNIVERSITAS NEGERI MALANG,13731003,PENDIDIKAN KIMIA,Sarjana,63,169,Tidak Ada,0.3727810650887574,37.278106508875744
UNIVERSITAS NEGERI MALANG,13731004,PENDIDIKAN BIOLOGI,Sarjana,45,304,Tidak Ada,0.14802631578947367,14.802631578947366
UNIVERSITAS NEGERI MALANG,13731005,PENDIDIKAN TEKNIK MESIN,Sarjana,56,111,Tidak Ada,0.5045045045045045,50.45045045045045
UNIVERSITAS NEGERI MALANG,13731006,PENDIDIKAN TEKNIK BANGUNAN,Sarjana,50,97,Tidak Ada,0.5154639175257731,51.546391752577314
UNIVERSITAS NEGERI MALANG,13731007,PENDIDIKAN TEKNIK INFORMATIKA,Sarjana,30,231,Tidak Ada,0.12987012987012986,12.987012987012985
UNIVERSITAS NEGERI MALANG,13731008,PENDIDIKAN TEKNIK OTOMOTIF,Sarjana,35,137,Tidak Ada,0.25547445255474455,25.547445255474454
UNIVERSITAS NEGERI MALANG,13731009,ILMU KEOLAHRAGAAN,Sarjana,62,149,Olahraga,0.4161073825503356,41.61073825503356
UNIVERSITAS NEGERI MALANG,13731010,MATEMATIKA,Sarjana,70,198,Tidak Ada,0.35353535353535354,35.35353535353536
UNIVERSITAS NEGERI MALANG,13731011,FISIKA,Sarjana,65,94,Tidak Ada,0.6914893617021277,69.14893617021278
UNIVERSITAS NEGERI MALANG,13731012,KIMIA,Sarjana,52,220,Tidak Ada,0.23636363636363636,23.636363636363637
UNIVERSITAS NEGERI MALANG,13731013,BIOLOGI,Sarjana,45,255,Tidak Ada,0.17647058823529413,17.647058823529413
UNIVERSITAS NEGERI MALANG,13731014,PENDIDIKAN TEKNIK ELEKTRO,Sarjana,42,65,Tidak Ada,0.6461538461538462,64.61538461538461
UNIVERSITAS NEGERI MALANG,13731015,TEKNIK SIPIL,Sarjana,37,531,Tidak Ada,0.0696798493408663,6.96798493408663
UNIVERSITAS NEGERI MALANG,13731016,PENDIDIKAN ILMU PENGETAHUAN ALAM,Sarjana,80,320,Tidak Ada,0.25,25.0
UNIVERSITAS NEGERI MALANG,13731017,ILMU KESEHATAN MASYARAKAT,Sarjana,100,1247,Tidak Ada,0.08019246190858059,8.019246190858059
UNIVERSITAS NEGERI MALANG,13731018,TEKNIK MESIN,Sarjana,30,397,Tidak Ada,0.07556675062972293,7.5566750629722925
UNIVERSITAS NEGERI MALANG,13731019,TEKNIK ELEKTRO,Sarjana,30,274,Tidak Ada,0.10948905109489052,10.948905109489052
UNIVERSITAS NEGERI MALANG,13731020,TEKNIK INFORMATIKA,Sarjana,30,998,Tidak Ada,0.03006012024048096,3.006012024048096
UNIVERSITAS NEGERI MALANG,13731021,TEKNIK INDUSTRI,Sarjana,30,510,Tidak Ada,0.058823529411764705,5.88235294117647
