NAMA PERGURUAN TINGGI,KODE,PROGRAM STUDI,JENJANG,DAYA TAMPUNG 2025,PEMINAT 2024,JENIS PORTOFOLIO
UNIVERSITAS MULAWARMAN,15411053,PENDIDIKAN JASMANI,Sarjana,24,70,Olahraga
UNIVERSITAS MULAWARMAN,15411054,PENDIDIKAN GURU SEKOLAH DASAR,Sarjana,48,560,Tidak Ada
UNIVERSITAS MULAWARMAN,15411055,PENDIDIKAN ANAK USIA DINI,Sarjana,24,81,Tidak Ada
UNIVERSITAS MULAWARMAN,15411056,HUKUM,Sarjana,99,697,Tidak Ada
UNIVERSITAS MULAWARMAN,15411057,PSIKOLOGI,Sarjana,24,660,Tidak Ada
UNIVERSITAS MULAWARMAN,15411058,SASTRA INDONESIA,Sarjana,36,67,Tidak Ada
UNIVERSITAS MULAWARMAN,15411059,SASTRA INGGRIS,Sarjana,36,169,Tidak Ada
UNIVERSITAS MULAWARMAN,15411060,PENDIDIKAN MASYARAKAT,Sarjana,21,28,Tidak Ada
UNIVERSITAS MULAWARMAN,15411061,PENDIDIKAN GEOGRAFI,Sarjana,24,79,Tidak Ada
UNIVERSITAS MULAWARMAN,15411062,EKONOMI SYARIAH,Sarjana,23,86,Tidak Ada
UNIVERSITAS MULAWARMAN,15411063,ETNOMUSIKOLOGI,Sarjana,21,4,Etnomusikologi
UNIVERSITAS MULAWARMAN,15411064,PENDIDIKAN SEJARAH,Sarjana,24,108,Tidak Ada
UNIVERSITAS MULAWARMAN,15411072,ILMU LINGKUNGAN,Sarjana,15,43,Tidak Ada
UNIVERSITAS MULAWARMAN,15411073,KEPERAWATAN,Sarjana,10,498,Tidak Ada
UNIVERSITAS MULAWARMAN,15411074,GIZI,Sarjana,25,252,Tidak Ada
UNIVERSITAS MULAWARMAN,15411075,TARI,Sarjana,12,0,Tidak Ada
UNIVERSITAS MULAWARMAN,15411076,ILMU KEOLAHRAGAAN,Sarjana,24,0,Olahraga
UNIVERSITAS MULAWARMAN,15413069,FARMASI,Diploma Tiga,30,87,Tidak Ada
INSTITUT TEKNOLOGI KALIMANTAN,15421001,FISIKA,Sarjana,40,27,Tidak Ada
INSTITUT TEKNOLOGI KALIMANTAN,15421002,MATEMATIKA,Sarjana,40,19,Tidak Ada
INSTITUT TEKNOLOGI KALIMANTAN,15421003,TEKNIK MESIN,Sarjana,25,194,Tidak Ada
INSTITUT TEKNOLOGI KALIMANTAN,15421004,TEKNIK ELEKTRO,Sarjana,30,204,Tidak Ada
INSTITUT TEKNOLOGI KALIMANTAN,15421005,TEKNIK KIMIA,Sarjana,55,113,Tidak Ada
INSTITUT TEKNOLOGI KALIMANTAN,15421006,TEKNIK MATERIAL DAN METALURGI,Sarjana,40,159,Tidak Ada
INSTITUT TEKNOLOGI KALIMANTAN,15421007,TEKNIK SIPIL,Sarjana,20,222,Tidak Ada
INSTITUT TEKNOLOGI KALIMANTAN,15421008,PERENCANAAN WILAYAH DAN KOTA,Sarjana,75,186,Tidak Ada
INSTITUT TEKNOLOGI KALIMANTAN,15421009,TEKNIK PERKAPALAN,Sarjana,45,91,Tidak Ada
INSTITUT TEKNOLOGI KALIMANTAN,15421010,SISTEM INFORMASI,Sarjana,42,308,Tidak Ada
INSTITUT TEKNOLOGI KALIMANTAN,15421011,TEKNIK INDUSTRI,Sarjana,40,236,Tidak Ada
INSTITUT TEKNOLOGI KALIMANTAN,15421012,INFORMATIKA,Sarjana,20,328,Tidak Ada
INSTITUT TEKNOLOGI KALIMANTAN,15421013,TEKNIK LINGKUNGAN,Sarjana,40,162,Tidak Ada
INSTITUT TEKNOLOGI KALIMANTAN,15421014,TEKNIK KELAUTAN,Sarjana,40,35,Tidak Ada
INSTITUT TEKNOLOGI KALIMANTAN,15421015,ARSITEKTUR,Sarjana,30,94,Tidak Ada
INSTITUT TEKNOLOGI KALIMANTAN,15421016,STATISTIKA,Sarjana,40,59,Tidak Ada
INSTITUT TEKNOLOGI KALIMANTAN,15421017,ILMU AKTUARIA,Sarjana,27,59,Tidak Ada
INSTITUT TEKNOLOGI KALIMANTAN,15421018,BISNIS DIGITAL,Sarjana,30,298,Tidak Ada
INSTITUT TEKNOLOGI KALIMANTAN,15421019,REKAYASA KESELAMATAN,Sarjana,25,351,Tidak Ada
INSTITUT TEKNOLOGI KALIMANTAN,15421020,TEKNOLOGI PANGAN,Sarjana,40,80,Tidak Ada
INSTITUT TEKNOLOGI KALIMANTAN,15421021,TEKNIK LOGISTIK,Sarjana,40,82,Tidak Ada
INSTITUT TEKNOLOGI KALIMANTAN,15421022,DESAIN KOMUNIKASI VISUAL,Sarjana,50,77,"Seni Rupa, Desain, dan Kriya"
UNIVERSITAS BORNEO TARAKAN,15511001,TEKNIK ELEKTRO,Sarjana,22,58,Tidak Ada
UNIVERSITAS BORNEO TARAKAN,15511002,TEKNIK SIPIL,Sarjana,32,114,Tidak Ada
UNIVERSITAS BORNEO TARAKAN,15511003,AGRIBISNIS,Sarjana,36,71,Tidak Ada
UNIVERSITAS BORNEO TARAKAN,15511004,AGROTEKNOLOGI,Sarjana,26,32,Tidak Ada
UNIVERSITAS BORNEO TARAKAN,15511005,PENDIDIKAN MATEMATIKA,Sarjana,25,31,Tidak Ada
UNIVERSITAS BORNEO TARAKAN,15511006,PENDIDIKAN BIOLOGI,Sarjana,25,27,Tidak Ada
UNIVERSITAS BORNEO TARAKAN,15511007,MANAJEMEN SUMBER DAYA PERAIRAN,Sarjana,24,19,Tidak Ada
UNIVERSITAS BORNEO TARAKAN,15511008,AKUAKULTUR,Sarjana,24,11,Tidak Ada
UNIVERSITAS BORNEO TARAKAN,15511009,TEKNOLOGI HASIL PERIKANAN,Sarjana,24,23,Tidak Ada
UNIVERSITAS BORNEO TARAKAN,15511010,TEKNIK MESIN,Sarjana,12,57,Tidak Ada
UNIVERSITAS BORNEO TARAKAN,15511011,KEPERAWATAN,Sarjana,25,374,Tidak Ada
UNIVERSITAS BORNEO TARAKAN,15511012,KEBIDANAN,Sarjana,25,146,Tidak Ada
UNIVERSITAS BORNEO TARAKAN,15511013,TEKNIK KOMPUTER,Sarjana,12,215,Tidak Ada
UNIVERSITAS BORNEO TARAKAN,15511014,BIMBINGAN DAN KONSELING,Sarjana,49,149,Tidak Ada
UNIVERSITAS BORNEO TARAKAN,15511015,PENDIDIKAN BAHASA INDONESIA,Sarjana,25,62,Tidak Ada
UNIVERSITAS BORNEO TARAKAN,15511016,PENDIDIKAN BAHASA INGGRIS,Sarjana,25,55,Tidak Ada
UNIVERSITAS BORNEO TARAKAN,15511017,EKONOMI PEMBANGUNAN,Sarjana,38,91,Tidak Ada
UNIVERSITAS BORNEO TARAKAN,15511018,MANAJEMEN,Sarjana,36,418,Tidak Ada
UNIVERSITAS BORNEO TARAKAN,15511019,HUKUM,Sarjana,52,208,Tidak Ada
UNIVERSITAS BORNEO TARAKAN,15511021,PENDIDIKAN GURU SEKOLAH DASAR,Sarjana,61,232,Tidak Ada
UNIVERSITAS BORNEO TARAKAN,15511022,AKUNTANSI,Sarjana,28,207,Tidak Ada
UNIVERSITAS BORNEO TARAKAN,15511025,KEDOKTERAN,Sarjana,15,186,Tidak Ada
UNIVERSITAS BORNEO TARAKAN,15511026,PSIKOLOGI,Sarjana,14,0,Tidak Ada
UNIVERSITAS BORNEO TARAKAN,15511027,HUKUM BISNIS,Sarjana,25,0,Tidak Ada
UNIVERSITAS BORNEO TARAKAN,15513023,KEBIDANAN,Diploma Tiga,10,19,Tidak Ada
UNIVERSITAS UDAYANA,16111001,KEDOKTERAN,Sarjana,78,1516,Tidak Ada
UNIVERSITAS UDAYANA,16111002,KEDOKTERAN HEWAN,Sarjana,60,289,Tidak Ada
UNIVERSITAS UDAYANA,16111003,ARSITEKTUR,Sarjana,48,299,Tidak Ada
UNIVERSITAS UDAYANA,16111004,TEKNIK SIPIL,Sarjana,60,355,Tidak Ada
UNIVERSITAS UDAYANA,16111005,TEKNOLOGI PANGAN,Sarjana,30,162,Tidak Ada
UNIVERSITAS UDAYANA,16111006,TEKNOLOGI INDUSTRI PERTANIAN,Sarjana,27,55,Tidak Ada
UNIVERSITAS UDAYANA,16111007,TEKNIK PERTANIAN DAN BIOSISTEM,Sarjana,21,19,Tidak Ada
UNIVERSITAS UDAYANA,16111008,BIOLOGI,Sarjana,21,48,Tidak Ada
UNIVERSITAS UDAYANA,16111009,KIMIA,Sarjana,24,45,Tidak Ada
UNIVERSITAS UDAYANA,16111010,FISIKA,Sarjana,30,27,Tidak Ada
UNIVERSITAS UDAYANA,16111011,TEKNIK MESIN,Sarjana,54,163,Tidak Ada
UNIVERSITAS UDAYANA,16111012,TEKNIK ELEKTRO,Sarjana,48,157,Tidak Ada
UNIVERSITAS UDAYANA,16111013,AGRIBISNIS,Sarjana,63,126,Tidak Ada
UNIVERSITAS UDAYANA,16111014,AGROEKOTEKNOLOGI,Sarjana,63,88,Tidak Ada
UNIVERSITAS UDAYANA,16111015,PETERNAKAN,Sarjana,60,75,Tidak Ada
UNIVERSITAS UDAYANA,16111016,MATEMATIKA,Sarjana,33,55,Tidak Ada
UNIVERSITAS UDAYANA,16111017,ILMU KESEHATAN MASYARAKAT,Sarjana,45,438,Tidak Ada
UNIVERSITAS UDAYANA,16111018,FARMASI,Sarjana,30,909,Tidak Ada
UNIVERSITAS UDAYANA,16111019,KEPERAWATAN,Sarjana,30,617,Tidak Ada
UNIVERSITAS UDAYANA,16111020,INFORMATIKA,Sarjana,50,545,Tidak Ada
UNIVERSITAS UDAYANA,16111021,TEKNOLOGI INFORMASI,Sarjana,54,468,Tidak Ada
UNIVERSITAS UDAYANA,16111022,FISIOTERAPI,Sarjana,21,231,Tidak Ada
UNIVERSITAS UDAYANA,16111023,ILMU KELAUTAN,Sarjana,42,69,Tidak Ada
UNIVERSITAS UDAYANA,16111024,ARSITEKTUR LANSKAP,Sarjana,12,39,Tidak Ada
UNIVERSITAS UDAYANA,16111025,MANAJEMEN SUMBER DAYA PERAIRAN,Sarjana,42,61,Tidak Ada
UNIVERSITAS UDAYANA,16111026,KEDOKTERAN GIGI,Sarjana,30,479,Tidak Ada
UNIVERSITAS UDAYANA,16111027,TEKNIK LINGKUNGAN,Sarjana,36,82,Tidak Ada
UNIVERSITAS UDAYANA,16111028,TEKNIK INDUSTRI,Sarjana,36,180,Tidak Ada
UNIVERSITAS UDAYANA,16111029,ARKEOLOGI,Sarjana,18,24,Tidak Ada
UNIVERSITAS UDAYANA,16111030,ANTROPOLOGI BUDAYA,Sarjana,15,55,Tidak Ada
UNIVERSITAS UDAYANA,16111031,ILMU SEJARAH,Sarjana,15,47,Tidak Ada
UNIVERSITAS UDAYANA,16111032,ILMU HUKUM,Sarjana,174,1063,Tidak Ada
UNIVERSITAS UDAYANA,16111033,EKONOMI,Sarjana,90,314,Tidak Ada
UNIVERSITAS UDAYANA,16111034,AKUNTANSI,Sarjana,120,1052,Tidak Ada
UNIVERSITAS UDAYANA,16111035,MANAJEMEN,Sarjana,128,1464,Tidak Ada
UNIVERSITAS UDAYANA,16111036,SASTRA INDONESIA,Sarjana,18,46,Tidak Ada
UNIVERSITAS UDAYANA,16111037,SASTRA INGGRIS,Sarjana,63,347,Tidak Ada
UNIVERSITAS UDAYANA,16111038,SASTRA JAWA KUNO,Sarjana,8,6,Tidak Ada
UNIVERSITAS UDAYANA,16111039,SASTRA BALI,Sarjana,12,15,Tidak Ada
UNIVERSITAS UDAYANA,16111040,SASTRA JEPANG,Sarjana,30,108,Tidak Ada
UNIVERSITAS UDAYANA,16111042,PARIWISATA,Sarjana,54,641,Tidak Ada
UNIVERSITAS UDAYANA,16111043,INDUSTRI PERJALANAN WISATA,Sarjana,45,158,Tidak Ada
UNIVERSITAS UDAYANA,16111044,HUBUNGAN INTERNASIONAL,Sarjana,36,409,Tidak Ada
UNIVERSITAS UDAYANA,16111045,SOSIOLOGI,Sarjana,36,73,Tidak Ada
UNIVERSITAS UDAYANA,16111046,PSIKOLOGI,Sarjana,36,682,Tidak Ada
UNIVERSITAS UDAYANA,16111047,ADMINISTRASI NEGARA,Sarjana,36,299,Tidak Ada
UNIVERSITAS UDAYANA,16111048,ILMU KOMUNIKASI,Sarjana,36,496,Tidak Ada
UNIVERSITAS UDAYANA,16111049,ILMU POLITIK,Sarjana,36,103,Tidak Ada
UNIVERSITAS UDAYANA,16111053,AKUAKULTUR,Sarjana,24,0,Tidak Ada
UNIVERSITAS UDAYANA,16112041,PENGELOLAAN PERHOTELAN,Sarjana Terapan,45,147,Tidak Ada
UNIVERSITAS UDAYANA,16113050,PERPUSTAKAAN,Diploma Tiga,10,15,Tidak Ada
UNIVERSITAS UDAYANA,16113051,PERPAJAKAN,Diploma Tiga,21,93,Tidak Ada
UNIVERSITAS UDAYANA,16113052,AKUNTANSI,Diploma Tiga,21,45,Tidak Ada
UNIVERSITAS PENDIDIKAN GANESHA,16121001,PENDIDIKAN MATEMATIKA,Sarjana,54,129,Tidak Ada
UNIVERSITAS PENDIDIKAN GANESHA,16121002,PENDIDIKAN BIOLOGI,Sarjana,36,50,Tidak Ada
UNIVERSITAS PENDIDIKAN GANESHA,16121003,PENDIDIKAN KIMIA,Sarjana,24,22,Tidak Ada
UNIVERSITAS PENDIDIKAN GANESHA,16121004,PENDIDIKAN FISIKA,Sarjana,24,14,Tidak Ada
UNIVERSITAS PENDIDIKAN GANESHA,16121005,PENDIDIKAN TEKNIK INFORMATIKA,Sarjana,47,136,Tidak Ada
UNIVERSITAS PENDIDIKAN GANESHA,16121006,ILMU KEOLAHRAGAAN,Sarjana,20,13,Olahraga
UNIVERSITAS PENDIDIKAN GANESHA,16121007,PENDIDIKAN TEKNIK ELEKTRO,Sarjana,26,17,Tidak Ada
UNIVERSITAS PENDIDIKAN GANESHA,16121012,PENDIDIKAN TEKNIK MESIN,Sarjana,30,28,Tidak Ada
UNIVERSITAS PENDIDIKAN GANESHA,16121013,PENDIDIKAN IPA,Sarjana,36,42,Tidak Ada
UNIVERSITAS PENDIDIKAN GANESHA,16121014,KIMIA,Sarjana,24,14,Tidak Ada
UNIVERSITAS PENDIDIKAN GANESHA,16121015,MATEMATIKA,Sarjana,24,15,Tidak Ada
UNIVERSITAS PENDIDIKAN GANESHA,16121016,BIOLOGI,Sarjana,24,25,Tidak Ada
UNIVERSITAS PENDIDIKAN GANESHA,16121017,AKUAKULTUR,Sarjana,36,16,Tidak Ada
UNIVERSITAS PENDIDIKAN GANESHA,16121018,SISTEM INFORMASI,Sarjana,53,206,Tidak Ada
UNIVERSITAS PENDIDIKAN GANESHA,16121019,ILMU KOMPUTER,Sarjana,42,111,Tidak Ada
UNIVERSITAS PENDIDIKAN GANESHA,16121020,KEDOKTERAN,Sarjana,45,566,Tidak Ada
UNIVERSITAS PENDIDIKAN GANESHA,16121021,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,Sarjana,60,95,Tidak Ada
UNIVERSITAS PENDIDIKAN GANESHA,16121022,PENDIDIKAN EKONOMI,Sarjana,45,119,Tidak Ada
UNIVERSITAS PENDIDIKAN GANESHA,16121023,PENDIDIKAN SEJARAH,Sarjana,64,62,Tidak Ada
UNIVERSITAS PENDIDIKAN GANESHA,16121024,PENDIDIKAN GEOGRAFI,Sarjana,58,40,Tidak Ada
UNIVERSITAS PENDIDIKAN GANESHA,16121025,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,Sarjana,54,143,Tidak Ada
UNIVERSITAS PENDIDIKAN GANESHA,16121026,PENDIDIKAN BAHASA INGGRIS,Sarjana,111,323,Tidak Ada
UNIVERSITAS PENDIDIKAN GANESHA,16121027,PENDIDIKAN SENI RUPA,Sarjana,36,14,"Seni Rupa, Desain, dan Kriya"
UNIVERSITAS PENDIDIKAN GANESHA,16121028,PENDIDIKAN KESEJAHTERAAN KELUARGA,Sarjana,33,40,Tidak Ada
UNIVERSITAS PENDIDIKAN GANESHA,16121029,BIMBINGAN KONSELING,Sarjana,44,181,Tidak Ada
UNIVERSITAS PENDIDIKAN GANESHA,16121030,TEKNOLOGI PENDIDIKAN,Sarjana,60,24,Tidak Ada
UNIVERSITAS PENDIDIKAN GANESHA,16121031,PENDIDIKAN JASMANI KESEHATAN DAN REKREASI,Sarjana,78,123,Olahraga
UNIVERSITAS PENDIDIKAN GANESHA,16121032,MANAJEMEN,Sarjana,123,559,Tidak Ada
UNIVERSITAS PENDIDIKAN GANESHA,16121033,AKUNTANSI,Sarjana,108,387,Tidak Ada
UNIVERSITAS PENDIDIKAN GANESHA,16121034,PENDIDIKAN KEPELATIHAN OLAHRAGA,Sarjana,36,28,Olahraga
UNIVERSITAS PENDIDIKAN GANESHA,16121036,PENDIDIKAN GURU SEKOLAH DASAR,Sarjana,168,926,Tidak Ada
UNIVERSITAS PENDIDIKAN GANESHA,16121038,PENDIDIKAN GURU ANAK USIA DINI,Sarjana,60,38,Tidak Ada
UNIVERSITAS PENDIDIKAN GANESHA,16121039,PEND. BAHASA JEPANG,Sarjana,36,35,Tidak Ada
UNIVERSITAS PENDIDIKAN GANESHA,16121040,PENDIDIKAN BAHASA BALI,Sarjana,36,28,Tidak Ada
UNIVERSITAS PENDIDIKAN GANESHA,16121041,PENDIDIKAN SOSIOLOGI,Sarjana,66,79,Tidak Ada
UNIVERSITAS PENDIDIKAN GANESHA,16121042,ILMU HUKUM,Sarjana,113,215,Tidak Ada
UNIVERSITAS PENDIDIKAN GANESHA,16121043,PENDIDIKAN VOKASIONAL SENI KULINER,Sarjana,35,38,Tidak Ada
UNIVERSITAS PENDIDIKAN GANESHA,16121044,GEOGRAFI,Sarjana,48,19,Tidak Ada
UNIVERSITAS PENDIDIKAN GANESHA,16121056,FISIKA,Sarjana,24,6,Tidak Ada
UNIVERSITAS PENDIDIKAN GANESHA,16121057,KEPERAWATAN,Sarjana,16,210,Tidak Ada
UNIVERSITAS PENDIDIKAN GANESHA,16121058,KEBIDANAN,Sarjana,16,71,Tidak Ada
UNIVERSITAS PENDIDIKAN GANESHA,16122045,TEKNOLOGI REKAYASA SISTEM ELEKTRONIKA,Sarjana Terapan,16,16,Tidak Ada
UNIVERSITAS PENDIDIKAN GANESHA,16122047,TEKNOLOGI REKAYASA PENGINDERAAN JAUH,Sarjana Terapan,32,7,Tidak Ada
UNIVERSITAS PENDIDIKAN GANESHA,16122050,TEKNOLOGI REKAYASA PERANGKAT LUNAK,Sarjana Terapan,20,11,Tidak Ada
UNIVERSITAS PENDIDIKAN GANESHA,16122051,KIMIA TERAPAN,Sarjana Terapan,24,4,Tidak Ada
UNIVERSITAS PENDIDIKAN GANESHA,16122052,PENGELOLAAN PERHOTELAN,Sarjana Terapan,24,51,Tidak Ada
UNIVERSITAS PENDIDIKAN GANESHA,16122053,BAHASA INGGRIS UNTUK KOMUNIKASI BISNIS DAN PROFESIONAL,Sarjana Terapan,72,47,Tidak Ada
UNIVERSITAS PENDIDIKAN GANESHA,16122054,AKUNTANSI SEKTOR PUBLIK,Sarjana Terapan,20,16,Tidak Ada
UNIVERSITAS PENDIDIKAN GANESHA,16122055,BIOTEKNOLOGI PERIKANAN,Sarjana Terapan,24,4,Tidak Ada
UNIVERSITAS PENDIDIKAN GANESHA,16123046,KEBIDANAN,Diploma Tiga,24,28,Tidak Ada
UNIVERSITAS PENDIDIKAN GANESHA,16123048,DESAIN KOMUNIKASI VISUAL,Diploma Tiga,36,28,Tidak Ada
UNIVERSITAS PENDIDIKAN GANESHA,16123049,PERPUSTAKAAN,Diploma Tiga,32,10,Tidak Ada
ISI DENPASAR,16131001,TARI,Sarjana,18,19,Tari
ISI DENPASAR,16131002,SENI KARAWITAN,Sarjana,21,18,Seni Karawitan
ISI DENPASAR,16131003,PENDIDIKAN SENI PERTUNJUKAN,Sarjana,35,40,Sendratasik
ISI DENPASAR,16131004,MUSIK,Sarjana,25,21,Musik
ISI DENPASAR,16131005,SENI MURNI,Sarjana,25,14,"Seni Rupa, Desain, dan Kriya"
ISI DENPASAR,16131006,DESAIN INTERIOR,Sarjana,48,59,"Seni Rupa, Desain, dan Kriya"
ISI DENPASAR,16131007,DESAIN KOMUNIKASI VISUAL,Sarjana,98,191,"Seni Rupa, Desain, dan Kriya"
ISI DENPASAR,16131008,KRIYA,Sarjana,7,4,"Seni Rupa, Desain, dan Kriya"
ISI DENPASAR,16131009,FOTOGRAFI,Sarjana,32,33,Fotografi
ISI DENPASAR,16131010,SENI PEDALANGAN,Sarjana,5,3,Seni Pedalangan
ISI DENPASAR,16131013,DESAIN PRODUK,Sarjana,16,12,"Seni Rupa, Desain, dan Kriya"
ISI DENPASAR,16131015,TEATER,Sarjana,5,3,Teater
ISI DENPASAR,16132011,DESAIN MODE,Sarjana Terapan,40,52,"Seni Rupa, Desain, dan Kriya"
ISI DENPASAR,16132012,PRODUKSI FILM DAN TELEVISI,Sarjana Terapan,32,37,Film dan Televisi
ISI DENPASAR,16132014,ANIMASI,Sarjana Terapan,28,24,"Seni Rupa, Desain, dan Kriya"
UNIVERSITAS MATARAM,16211001,AGROEKOTEKNOLOGI,Sarjana,30,137,Tidak Ada
UNIVERSITAS MATARAM,16211002,AGRIBISNIS,Sarjana,56,470,Tidak Ada
UNIVERSITAS MATARAM,16211003,KEHUTANAN,Sarjana,25,180,Tidak Ada
UNIVERSITAS MATARAM,16211004,PENDIDIKAN BIOLOGI,Sarjana,26,197,Tidak Ada
UNIVERSITAS MATARAM,16211005,PENDIDIKAN KIMIA,Sarjana,16,69,Tidak Ada
UNIVERSITAS MATARAM,16211006,PENDIDIKAN FISIKA,Sarjana,16,62,Tidak Ada
UNIVERSITAS MATARAM,16211007,PENDIDIKAN MATEMATIKA,Sarjana,30,259,Tidak Ada
UNIVERSITAS MATARAM,16211008,TEKNIK SIPIL,Sarjana,40,542,Tidak Ada
UNIVERSITAS MATARAM,16211009,TEKNIK MESIN,Sarjana,25,187,Tidak Ada
UNIVERSITAS MATARAM,16211010,TEKNIK ELEKTRO,Sarjana,30,218,Tidak Ada
UNIVERSITAS MATARAM,16211011,BIOLOGI,Sarjana,12,114,Tidak Ada
UNIVERSITAS MATARAM,16211012,MATEMATIKA,Sarjana,12,109,Tidak Ada
UNIVERSITAS MATARAM,16211013,FISIKA,Sarjana,12,27,Tidak Ada
UNIVERSITAS MATARAM,16211014,KIMIA,Sarjana,12,63,Tidak Ada
UNIVERSITAS MATARAM,16211015,PETERNAKAN,Sarjana,60,274,Tidak Ada
UNIVERSITAS MATARAM,16211016,PENDIDIKAN DOKTER,Sarjana,45,895,Tidak Ada
UNIVERSITAS MATARAM,16211017,ILMU DAN TEKNOLOGI PANGAN,Sarjana,30,292,Tidak Ada
UNIVERSITAS MATARAM,16211018,KETEKNIKAN PERTANIAN,Sarjana,30,154,Tidak Ada
UNIVERSITAS MATARAM,16211019,BUDIDAYA PERAIRAN,Sarjana,18,65,Tidak Ada
UNIVERSITAS MATARAM,16211020,TEKNIK INFORMATIKA,Sarjana,30,1238,Tidak Ada
UNIVERSITAS MATARAM,16211021,FARMASI,Sarjana,18,1096,Tidak Ada
UNIVERSITAS MATARAM,16211022,ILMU TANAH,Sarjana,22,80,Tidak Ada
UNIVERSITAS MATARAM,16211023,ILMU KELAUTAN,Sarjana,20,83,Tidak Ada
UNIVERSITAS MATARAM,16211024,ARSITEKTUR,Sarjana,20,248,Tidak Ada
UNIVERSITAS MATARAM,16211025,ILMU LINGKUNGAN,Sarjana,12,138,Tidak Ada
UNIVERSITAS MATARAM,16211026,EKONOMI PEMBANGUNAN,Sarjana,46,474,Tidak Ada
UNIVERSITAS MATARAM,16211027,MANAJEMEN,Sarjana,60,1957,Tidak Ada
UNIVERSITAS MATARAM,16211028,AKUNTANSI,Sarjana,46,1095,Tidak Ada
UNIVERSITAS MATARAM,16211029,ILMU HUKUM,Sarjana,90,965,Tidak Ada
UNIVERSITAS MATARAM,16211030,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,Sarjana,42,447,Tidak Ada
UNIVERSITAS MATARAM,16211031,PENDIDIKAN BAHASA INGGRIS,Sarjana,50,472,Tidak Ada
UNIVERSITAS MATARAM,16211032,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,Sarjana,28,276,Tidak Ada
UNIVERSITAS MATARAM,16211033,PENDIDIKAN GURU SEKOLAH DASAR,Sarjana,60,1575,Tidak Ada
UNIVERSITAS MATARAM,16211034,PENDIDIKAN ANAK USIA DINI,Sarjana,24,237,Tidak Ada
UNIVERSITAS MATARAM,16211035,HUBUNGAN INTERNASIONAL,Sarjana,30,433,Tidak Ada
UNIVERSITAS MATARAM,16211036,ILMU KOMUNIKASI,Sarjana,24,719,Tidak Ada
UNIVERSITAS MATARAM,16211037,SOSIOLOGI,Sarjana,30,244,Tidak Ada
UNIVERSITAS MATARAM,16211038,PENDIDIKAN SOSIOLOGI,Sarjana,28,240,Tidak Ada
UNIVERSITAS MATARAM,16211048,STATISTIKA,Sarjana,12,154,Tidak Ada
UNIVERSITAS MATARAM,16211049,TEKNIK INDUSTRI,Sarjana,15,154,Tidak Ada
UNIVERSITAS MATARAM,16213039,PERPAJAKAN,Diploma Tiga,30,171,Tidak Ada
UNIVERSITAS MATARAM,16213043,AKUNTANSI,Diploma Tiga,35,56,Tidak Ada
UNIVERSITAS MATARAM,16213044,AGRIBISNIS PETERNAKAN,Diploma Tiga,15,25,Tidak Ada
UNIVERSITAS MATARAM,16213047,PARIWISATA,Diploma Tiga,30,199,Tidak Ada
UNIVERSITAS NUSA CENDANA,16311001,PEND. MATEMATIKA,Sarjana,27,183,Tidak Ada
UNIVERSITAS NUSA CENDANA,16311002,PEND. BIOLOGI,Sarjana,25,147,Tidak Ada
UNIVERSITAS NUSA CENDANA,16311003,PEND. FISIKA,Sarjana,28,70,Tidak Ada
UNIVERSITAS NUSA CENDANA,16311004,PEND. KIMIA,Sarjana,25,55,Tidak Ada
UNIVERSITAS NUSA CENDANA,16311005,PEND. TEKNIK BANGUNAN,Sarjana,20,20,Tidak Ada
UNIVERSITAS NUSA CENDANA,16311006,PEND. TEKNIK MESIN,Sarjana,17,40,Tidak Ada
UNIVERSITAS NUSA CENDANA,16311007,PEND. TEKNIK ELEKTRO,Sarjana,20,36,Tidak Ada
UNIVERSITAS NUSA CENDANA,16311008,AGRONOMI/AGROEKOTEKNOLOGI,Sarjana,52,96,Tidak Ada
UNIVERSITAS NUSA CENDANA,16311009,AGRIBISNIS,Sarjana,50,138,Tidak Ada
UNIVERSITAS NUSA CENDANA,16311010,ILMU PETERNAKAN,Sarjana,100,175,Tidak Ada
UNIVERSITAS NUSA CENDANA,16311011,ILMU KESEHATAN MASYARAKAT,Sarjana,45,1126,Tidak Ada
UNIVERSITAS NUSA CENDANA,16311012,MATEMATIKA,Sarjana,30,80,Tidak Ada
UNIVERSITAS NUSA CENDANA,16311013,BIOLOGI,Sarjana,30,59,Tidak Ada
UNIVERSITAS NUSA CENDANA,16311014,FISIKA,Sarjana,20,22,Tidak Ada
UNIVERSITAS NUSA CENDANA,16311015,KIMIA,Sarjana,23,40,Tidak Ada
UNIVERSITAS NUSA CENDANA,16311016,TEKNIK SIPIL,Sarjana,25,437,Tidak Ada
UNIVERSITAS NUSA CENDANA,16311017,TEKNIK ELEKTRO,Sarjana,20,123,Tidak Ada
UNIVERSITAS NUSA CENDANA,16311018,TEKNIK MESIN,Sarjana,31,110,Tidak Ada
UNIVERSITAS NUSA CENDANA,16311019,ILMU KOMPUTER,Sarjana,25,818,Tidak Ada
UNIVERSITAS NUSA CENDANA,16311020,TEKNIK ARSITEKTUR,Sarjana,30,130,Tidak Ada
UNIVERSITAS NUSA CENDANA,16311021,TEKNIK PERTAMBANGAN,Sarjana,25,114,Tidak Ada
