NAMA PERGURUAN TINGGI,KODE,PROGRAM STUDI,JENJANG,DAYA TAMPUNG 2025,PEMINAT 2024,JENIS PORTOFOLIO
UPN VETERAN JAWA TIMUR,13851018,ADMINISTRASI BISNIS,Sarjana,107,1225,Tidak Ada
UPN VETERAN JAWA TIMUR,13851019,ILMU KOMUNIKASI,Sarjana,116,1180,Tidak Ada
UPN VETERAN JAWA TIMUR,13851020,HUBUNGAN INTERNASIONAL,Sarjana,53,441,Tidak Ada
UPN VETERAN JAWA TIMUR,13851021,HUKUM,Sarjana,114,826,Tidak Ada
UPN VETERAN JAWA TIMUR,13851022,PARIWISATA,Sarjana,41,418,Tidak Ada
UPN VETERAN JAWA TIMUR,13851023,KEWIRAUSAHAAN,Sarjana,35,345,Tidak Ada
UPN VETERAN JAWA TIMUR,13851024,FISIKA,Sarjana,24,41,Tidak Ada
UPN VETERAN JAWA TIMUR,13851025,DESAIN INTERIOR,Sarjana,27,96,"Seni Rupa, Desain, dan Kriya"
UPN VETERAN JAWA TIMUR,13851026,LINGUISTIK INDONESIA,Sarjana,18,68,Tidak Ada
UPN VETERAN JAWA TIMUR,13851027,BISNIS DIGITAL,Sarjana,20,334,Tidak Ada
UPN VETERAN JAWA TIMUR,13851029,KEDOKTERAN,Sarjana,15,351,Tidak Ada
UPN VETERAN JAWA TIMUR,13852028,BAHASA INGGRIS UNTUK KOMUNIKASI BISNIS DAN PROFESIONAL,Sarjana Terapan,18,75,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111001,AGRIBISNIS,Sarjana,30,298,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111002,TEKNIK SIPIL,Sarjana,32,360,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111003,TEKNIK ELEKTRO,Sarjana,30,111,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111004,ARSITEKTUR,Sarjana,25,138,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111005,TEKNIK INFORMATIKA,Sarjana,30,741,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111006,TEKNIK INDUSTRI,Sarjana,18,178,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111007,TEKNIK LINGKUNGAN,Sarjana,18,114,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111008,PEND. MATEMATIKA,Sarjana,23,218,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111009,PEND. BIOLOGI,Sarjana,23,128,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111010,PEND. FISIKA,Sarjana,24,42,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111011,PEND. KIMIA,Sarjana,20,74,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111012,MATEMATIKA,Sarjana,28,60,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111013,FISIKA,Sarjana,28,24,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111014,KIMIA,Sarjana,48,67,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111015,BIOLOGI,Sarjana,24,67,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111016,KEDOKTERAN,Sarjana,22,652,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111017,FARMASI,Sarjana,40,1050,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111018,SISTEM KOMPUTER,Sarjana,36,353,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111019,AGROTEKNOLOGI,Sarjana,60,273,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111020,KEHUTANAN,Sarjana,156,411,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111021,KEPERAWATAN,Sarjana,27,779,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111022,GEOFISIKA,Sarjana,28,27,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111023,ILMU KELAUTAN,Sarjana,28,43,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111024,PERENCANAAN WILAYAH DAN KOTA,Sarjana,12,97,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111025,ILMU DAN TEKNOLOGI PANGAN,Sarjana,20,106,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111026,TEKNIK PERTAMBANGAN,Sarjana,16,273,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111027,PETERNAKAN,Sarjana,12,45,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111028,STATISTIK,Sarjana,28,114,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111029,TEKNIK KELAUTAN,Sarjana,18,34,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111030,TEKNIK KIMIA,Sarjana,15,35,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111031,TEKNIK MESIN,Sarjana,14,104,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111032,ILMU TANAH,Sarjana,24,68,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111033,SISTEM INFORMASI,Sarjana,28,398,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111034,MANAJEMEN SUMBER DAYA PERAIRAN,Sarjana,12,38,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111035,ILMU HUKUM,Sarjana,120,955,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111036,EKONOMI PEMBANGUAN,Sarjana,58,283,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111037,MANAJEMEN,Sarjana,58,1760,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111038,AKUNTANSI,Sarjana,62,985,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111039,ADMINISTRASI PUBLIK,Sarjana,27,497,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111040,PEMBANGUNAN SOSIAL,Sarjana,28,61,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111041,PEND. BAHASA INGGRIS,Sarjana,30,381,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111042,PENDIDIKAN BAHASA INDONESIA,Sarjana,30,376,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111043,PEND. EKONOMI,Sarjana,26,145,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111044,PEND. SOSIOLOGI,Sarjana,20,120,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111045,PEND. GURU PEND. ANAK USIA DINI (PGPAUD),Sarjana,15,121,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111046,PENDIDIKAN JASMANI,Sarjana,30,70,Olahraga
UNIVERSITAS TANJUNGPURA,15111047,PENDIDIKAN SENI PERTUNJUKAN,Sarjana,30,44,Sendratasik
UNIVERSITAS TANJUNGPURA,15111048,ILMU POLITIK,Sarjana,28,114,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111049,SOSIOLOGI,Sarjana,28,101,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111050,PEND. BAHASA MANDARIN,Sarjana,20,62,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111051,MANAJEMEN  (KELAS INTERNASIONAL),Sarjana,10,89,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111052,PEND. GURU SEKOLAH DASAR (PGSD),Sarjana,40,1183,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111053,BIMBINGAN DAN KONSELING,Sarjana,20,154,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111054,AKUNTANSI (KELAS INTERNASIONAL),Sarjana,10,43,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111055,ILMU KOMUNIKASI,Sarjana,23,420,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111056,ILMU PEMERINTAHAN,Sarjana,28,308,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111057,EKONOMI ISLAM,Sarjana,16,69,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111058,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,Sarjana,10,99,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111059,PENDIDIKAN SEJARAH,Sarjana,20,106,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111060,PENDIDIKAN GEOGRAFI,Sarjana,10,65,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111061,PENDIDIKAN KEPELATIHAN OLAHRAGA,Sarjana,17,25,Olahraga
UNIVERSITAS TANJUNGPURA,15111062,PENDIDIKAN ILMU PENGETAHUAN SOSIAL,Sarjana,10,79,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111063,ILMU HUBUNGAN INTERNASIONAL,Sarjana,28,284,Tidak Ada
UNIVERSITAS TANJUNGPURA,15111064,ANTROPOLOGI SOSIAL,Sarjana,23,64,Tidak Ada
UNIVERSITAS TANJUNGPURA,15113065,BUDIDAYA TANAMAN PERKEBUNAN,Diploma Tiga,15,45,Tidak Ada
UNIVERSITAS TANJUNGPURA,15113066,KEARSIPAN,Diploma Tiga,23,31,Tidak Ada
UNIVERSITAS TANJUNGPURA,15113067,PERPUSTAKAAN,Diploma Tiga,10,19,Tidak Ada
UNIVERSITAS TANJUNGPURA,15113068,KESEKRETARIATAN,Diploma Tiga,23,12,Tidak Ada
UNIVERSITAS TANJUNGPURA,15113069,ADMINISTRASI PERKANTORAN,Diploma Tiga,23,110,Tidak Ada
UNIVERSITAS PALANGKARAYA,15211001,ILMU SOSIAL EKONOMI PERTANIAN (AGRIBISNIS),Sarjana,45,91,Tidak Ada
UNIVERSITAS PALANGKARAYA,15211002,MANAJEMEN SUMBERDAYA PERAIRAN,Sarjana,15,25,Tidak Ada
UNIVERSITAS PALANGKARAYA,15211003,BUDIDAYA PERAIRAN,Sarjana,9,10,Tidak Ada
UNIVERSITAS PALANGKARAYA,15211004,TEKNIK SIPIL,Sarjana,48,214,Tidak Ada
UNIVERSITAS PALANGKARAYA,15211005,ARSITEKTUR,Sarjana,24,53,Tidak Ada
UNIVERSITAS PALANGKARAYA,15211006,TEKNIK INFORMATIKA,Sarjana,30,499,Tidak Ada
UNIVERSITAS PALANGKARAYA,15211007,PEND. MATEMATIKA,Sarjana,18,60,Tidak Ada
UNIVERSITAS PALANGKARAYA,15211008,PEND. FISIKA,Sarjana,9,16,Tidak Ada
UNIVERSITAS PALANGKARAYA,15211009,PEND. KIMIA,Sarjana,8,6,Tidak Ada
UNIVERSITAS PALANGKARAYA,15211010,PEND. BIOLOGI,Sarjana,18,42,Tidak Ada
UNIVERSITAS PALANGKARAYA,15211011,PEND. TEKNIK MESIN,Sarjana,18,44,Tidak Ada
UNIVERSITAS PALANGKARAYA,15211012,TEKNIK PERTAMBANGAN,Sarjana,30,327,Tidak Ada
UNIVERSITAS PALANGKARAYA,15211013,AGROTEKNOLOGI,Sarjana,45,91,Tidak Ada
UNIVERSITAS PALANGKARAYA,15211014,KEHUTANAN,Sarjana,45,120,Tidak Ada
UNIVERSITAS PALANGKARAYA,15211015,TEKNOLOGI HASIL PERIKANAN,Sarjana,8,7,Tidak Ada
UNIVERSITAS PALANGKARAYA,15211016,PETERNAKAN,Sarjana,15,20,Tidak Ada
UNIVERSITAS PALANGKARAYA,15211017,PENDIDIKAN TEKNIK BANGUNAN,Sarjana,8,6,Tidak Ada
UNIVERSITAS PALANGKARAYA,15211018,KEDOKTERAN,Sarjana,35,507,Tidak Ada
UNIVERSITAS PALANGKARAYA,15211019,TEKNOLOGI INDUSTRI PERTANIAN,Sarjana,15,56,Tidak Ada
UNIVERSITAS PALANGKARAYA,15211020,FISIKA,Sarjana,8,5,Tidak Ada
UNIVERSITAS PALANGKARAYA,15211021,KIMIA,Sarjana,14,15,Tidak Ada
UNIVERSITAS PALANGKARAYA,15211022,BIOLOGI,Sarjana,18,38,Tidak Ada
UNIVERSITAS PALANGKARAYA,15211023,PEND. PANCASILA & KEWARGANEGARAAN (PPKN),Sarjana,18,55,Tidak Ada
UNIVERSITAS PALANGKARAYA,15211024,PEND. EKONOMI,Sarjana,18,37,Tidak Ada
UNIVERSITAS PALANGKARAYA,15211025,PEND. BAHASA INGGRIS,Sarjana,36,120,Tidak Ada
UNIVERSITAS PALANGKARAYA,15211026,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,Sarjana,24,97,Tidak Ada
UNIVERSITAS PALANGKARAYA,15211027,PEND. GURU SEKOLAH DASAR (PGSD),Sarjana,51,420,Tidak Ada
UNIVERSITAS PALANGKARAYA,15211028,"PEND. JASMANI, KESEHATAN DAN REKREASI",Sarjana,21,43,Olahraga
UNIVERSITAS PALANGKARAYA,15211029,PEND. GURU PEND ANAK USIA DINI (PG PAUD),Sarjana,18,47,Tidak Ada
UNIVERSITAS PALANGKARAYA,15211030,PEND. LUAR SEKOLAH,Sarjana,5,3,Tidak Ada
UNIVERSITAS PALANGKARAYA,15211031,BIMBINGAN DAN KONSELING,Sarjana,15,64,Tidak Ada
UNIVERSITAS PALANGKARAYA,15211032,EKONOMI PEMBANGUNAN,Sarjana,45,68,Tidak Ada
UNIVERSITAS PALANGKARAYA,15211033,MANAJEMEN,Sarjana,90,726,Tidak Ada
UNIVERSITAS PALANGKARAYA,15211034,AKUNTANSI,Sarjana,75,414,Tidak Ada
UNIVERSITAS PALANGKARAYA,15211035,SOSIOLOGI,Sarjana,45,73,Tidak Ada
UNIVERSITAS PALANGKARAYA,15211036,ILMU ADMINISTRASI NEGARA,Sarjana,45,340,Tidak Ada
UNIVERSITAS PALANGKARAYA,15211037,ILMU HUKUM,Sarjana,105,376,Tidak Ada
UNIVERSITAS PALANGKARAYA,15211038,TEKNOLOGI PENDIDIKAN,Sarjana,15,24,Tidak Ada
UNIVERSITAS PALANGKARAYA,15211039,MANAJEMEN PENDIDIKAN,Sarjana,15,36,Tidak Ada
UNIVERSITAS PALANGKARAYA,15211040,ILMU PEMERINTAHAN,Sarjana,45,214,Tidak Ada
UNIVERSITAS PALANGKARAYA,15211041,PENDIDIKAN SENI DRAMA TARI DAN MUSIK,Sarjana,12,20,Sendratasik
UNIVERSITAS PALANGKARAYA,15211042,MATEMATIKA,Sarjana,9,20,Tidak Ada
UNIVERSITAS PALANGKARAYA,15211044,FARMASI,Sarjana,18,331,Tidak Ada
UNIVERSITAS PALANGKARAYA,15212043,TEKNOLOGI LABORATORIUM MEDIS,Sarjana Terapan,15,80,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311001,PENDIDIKAN MATEMATIKA,Sarjana,30,131,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311002,PENDIDIKAN BIOLOGI,Sarjana,30,80,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311003,PENDIDIKAN KIMIA,Sarjana,27,36,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311004,AGROEKOTEKNOLOGI,Sarjana,30,87,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311005,AGRIBISNIS,Sarjana,25,165,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311006,PETERNAKAN,Sarjana,20,58,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311007,TEKNOLOGI INDUSTRI PERTANIAN,Sarjana,17,82,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311008,TEKNOLOGI HASIL PERIKANAN,Sarjana,22,18,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311009,AKUAKULTUR,Sarjana,22,13,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311010,PERIKANAN TANGKAP,Sarjana,22,10,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311011,MANAJEMEN SUMBER DAYA PERAIRAN,Sarjana,22,23,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311012,SOSIAL EKONOMI PERIKANAN,Sarjana,22,18,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311013,ILMU KELAUTAN,Sarjana,22,50,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311014,TEKNIK SIPIL,Sarjana,60,440,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311015,ARSITEKTUR,Sarjana,24,182,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311016,TEKNIK PERTAMBANGAN,Sarjana,27,474,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311017,TEKNIK KIMIA,Sarjana,24,89,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311018,TEKNIK LINGKUNGAN,Sarjana,24,196,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311019,TEKNIK MESIN,Sarjana,27,144,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311020,KEDOKTERAN,Sarjana,30,869,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311021,KESEHATAN MASYARAKAT,Sarjana,25,669,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311022,MATEMATIKA,Sarjana,15,68,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311023,KIMIA,Sarjana,15,43,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311024,BIOLOGI,Sarjana,15,56,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311025,FISIKA,Sarjana,15,20,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311026,FARMASI,Sarjana,16,772,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311027,ILMU KOMPUTER,Sarjana,14,518,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311028,KEHUTANAN,Sarjana,68,227,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311029,PENDIDIKAN FISIKA,Sarjana,20,30,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311030,KEPERAWATAN,Sarjana,24,654,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311032,ILMU TANAH,Sarjana,19,34,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311033,PROTEKSI TANAMAN,Sarjana,19,26,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311034,AGRONOMI,Sarjana,19,39,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311035,KEDOKTERAN GIGI,Sarjana,20,405,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311036,PENDIDIKAN KOMPUTER,Sarjana,15,116,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311037,PENDIDIKAN IPA,Sarjana,22,54,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311038,TEKNOLOGI INFORMASI,Sarjana,23,672,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311039,STATISTIKA,Sarjana,15,113,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311040,GEOGRAFI,Sarjana,30,63,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311041,PENDIDIKAN SEJARAH,Sarjana,16,67,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311042,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,Sarjana,30,86,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311043,PENDIDIKAN EKONOMI,Sarjana,18,76,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311044,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,Sarjana,20,168,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311045,PENDIDIKAN BAHASA INGGRIS,Sarjana,30,242,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311046,HUKUM,Sarjana,120,909,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311047,EKONOMI PEMBANGUNAN,Sarjana,32,155,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311048,MANAJEMEN,Sarjana,50,1418,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311049,AKUNTANSI,Sarjana,42,754,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311050,ADMINISTRASI PUBLIK,Sarjana,30,555,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311051,ADMINISTRASI BISNIS,Sarjana,30,813,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311052,ILMU PEMERINTAHAN,Sarjana,30,295,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311053,ILMU KOMUNIKASI,Sarjana,30,594,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311054,PENDIDIKAN GEOGRAFI,Sarjana,18,55,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311055,PENDIDIKAN SOSIOLOGI,Sarjana,30,75,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311056,BIMBINGAN DAN KONSELING,Sarjana,30,163,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311057,PENDIDIKAN KHUSUS,Sarjana,30,62,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311058,PENDIDIKAN JASMANI,Sarjana,42,120,Olahraga
UNIVERSITAS LAMBUNG MANGKURAT,15311059,PENDIDIKAN GURU SEKOLAH DASAR,Sarjana,104,729,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311060,PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,Sarjana,54,97,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311061,PENDIDIKAN SENI PERTUNJUKAN,Sarjana,24,37,Sendratasik
UNIVERSITAS LAMBUNG MANGKURAT,15311062,TEKNOLOGI  PENDIDIKAN,Sarjana,24,44,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311063,PENDIDIKAN IPS,Sarjana,20,62,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311064,PSIKOLOGI,Sarjana,24,657,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311065,SOSIOLOGI,Sarjana,30,83,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311068,REKAYASA GEOLOGI,Sarjana,11,47,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311069,REKAYASA ELEKTRO,Sarjana,11,33,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15311070,ANTROPOLOGI,Sarjana,8,0,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15313066,PERPAJAKAN,Diploma Tiga,24,61,Tidak Ada
UNIVERSITAS LAMBUNG MANGKURAT,15313067,AKUNTANSI,Diploma Tiga,31,32,Tidak Ada
UNIVERSITAS MULAWARMAN,15411001,AGROEKOTEKNOLOGI,Sarjana,35,102,Tidak Ada
UNIVERSITAS MULAWARMAN,15411002,AGRIBISNIS,Sarjana,25,110,Tidak Ada
UNIVERSITAS MULAWARMAN,15411003,TEKNOLOGI HASIL PERTANIAN,Sarjana,25,69,Tidak Ada
UNIVERSITAS MULAWARMAN,15411004,KEHUTANAN,Sarjana,80,295,Tidak Ada
UNIVERSITAS MULAWARMAN,15411005,PENDIDIKAN BIOLOGI,Sarjana,24,90,Tidak Ada
UNIVERSITAS MULAWARMAN,15411006,PENDIDIKAN KIMIA,Sarjana,12,26,Tidak Ada
UNIVERSITAS MULAWARMAN,15411007,PENDIDIKAN FISIKA,Sarjana,24,27,Tidak Ada
UNIVERSITAS MULAWARMAN,15411008,PENDIDIKAN MATEMATIKA,Sarjana,24,98,Tidak Ada
UNIVERSITAS MULAWARMAN,15411009,AKUAKULTUR,Sarjana,18,22,Tidak Ada
UNIVERSITAS MULAWARMAN,15411010,SOSIAL EKONOMI PERIKANAN,Sarjana,18,27,Tidak Ada
UNIVERSITAS MULAWARMAN,15411011,PENGELOLAAN SUMBERDAYA PERIKANAN,Sarjana,18,29,Tidak Ada
UNIVERSITAS MULAWARMAN,15411012,STATISTIKA,Sarjana,25,90,Tidak Ada
UNIVERSITAS MULAWARMAN,15411013,BIOLOGI,Sarjana,24,47,Tidak Ada
UNIVERSITAS MULAWARMAN,15411014,KIMIA,Sarjana,21,45,Tidak Ada
UNIVERSITAS MULAWARMAN,15411015,FISIKA,Sarjana,12,18,Tidak Ada
UNIVERSITAS MULAWARMAN,15411017,TEKNIK SIPIL,Sarjana,14,317,Tidak Ada
UNIVERSITAS MULAWARMAN,15411018,TEKNIK INDUSTRI,Sarjana,14,220,Tidak Ada
UNIVERSITAS MULAWARMAN,15411019,TEKNIK LINGKUNGAN,Sarjana,14,199,Tidak Ada
UNIVERSITAS MULAWARMAN,15411020,TEKNIK PERTAMBANGAN,Sarjana,14,436,Tidak Ada
UNIVERSITAS MULAWARMAN,15411021,PENDIDIKAN DOKTER,Sarjana,30,687,Tidak Ada
UNIVERSITAS MULAWARMAN,15411022,KESEHATAN MASYARAKAT,Sarjana,20,675,Tidak Ada
UNIVERSITAS MULAWARMAN,15411023,FARMASI,Sarjana,60,682,Tidak Ada
UNIVERSITAS MULAWARMAN,15411024,PETERNAKAN,Sarjana,33,50,Tidak Ada
UNIVERSITAS MULAWARMAN,15411025,TEKNIK KIMIA,Sarjana,14,57,Tidak Ada
UNIVERSITAS MULAWARMAN,15411026,INFORMATIKA,Sarjana,29,650,Tidak Ada
UNIVERSITAS MULAWARMAN,15411027,ARSITEKTUR,Sarjana,14,90,Tidak Ada
UNIVERSITAS MULAWARMAN,15411028,TEKNIK GEOLOGI,Sarjana,14,157,Tidak Ada
UNIVERSITAS MULAWARMAN,15411030,TEKNIK ELEKTRO,Sarjana,14,87,Tidak Ada
UNIVERSITAS MULAWARMAN,15411031,TEKNOLOGI HASIL PERIKANAN,Sarjana,18,25,Tidak Ada
UNIVERSITAS MULAWARMAN,15411032,KEDOKTERAN GIGI,Sarjana,12,293,Tidak Ada
UNIVERSITAS MULAWARMAN,15411033,MATEMATIKA,Sarjana,17,35,Tidak Ada
UNIVERSITAS MULAWARMAN,15411034,ILMU KELAUTAN,Sarjana,18,48,Tidak Ada
UNIVERSITAS MULAWARMAN,15411035,GEOFISIKA,Sarjana,12,22,Tidak Ada
UNIVERSITAS MULAWARMAN,15411036,PENDIDIKAN KOMPUTER,Sarjana,24,121,Tidak Ada
UNIVERSITAS MULAWARMAN,15411038,SISTEM INFORMASI,Sarjana,29,359,Tidak Ada
UNIVERSITAS MULAWARMAN,15411039,MANAJEMEN,Sarjana,56,1478,Tidak Ada
UNIVERSITAS MULAWARMAN,15411040,EKONOMI PEMBANGUNAN,Sarjana,36,252,Tidak Ada
UNIVERSITAS MULAWARMAN,15411041,AKUNTANSI,Sarjana,56,720,Tidak Ada
UNIVERSITAS MULAWARMAN,15411042,ADMINISTRASI PUBLIK,Sarjana,24,428,Tidak Ada
UNIVERSITAS MULAWARMAN,15411043,ILMU PEMERINTAHAN,Sarjana,24,278,Tidak Ada
UNIVERSITAS MULAWARMAN,15411044,PEMBANGUNAN SOSIAL,Sarjana,24,67,Tidak Ada
UNIVERSITAS MULAWARMAN,15411045,ILMU HUBUNGAN INTERNASIONAL,Sarjana,24,271,Tidak Ada
UNIVERSITAS MULAWARMAN,15411046,ILMU KOMUNIKASI,Sarjana,24,484,Tidak Ada
UNIVERSITAS MULAWARMAN,15411047,ADMINISTRASI BISNIS,Sarjana,24,788,Tidak Ada
UNIVERSITAS MULAWARMAN,15411048,PEND. PANCASILA DAN KEWARGANEGARAAN,Sarjana,24,80,Tidak Ada
UNIVERSITAS MULAWARMAN,15411049,PENDIDIKAN EKONOMI,Sarjana,21,80,Tidak Ada
UNIVERSITAS MULAWARMAN,15411050,"PEND. BAHASA, SASTRA INDO. & DAERAH",Sarjana,24,106,Tidak Ada
UNIVERSITAS MULAWARMAN,15411051,PENDIDIKAN BAHASA INGGRIS,Sarjana,24,152,Tidak Ada
UNIVERSITAS MULAWARMAN,15411052,BIMBINGAN DAN KONSELING,Sarjana,24,227,Tidak Ada
